# Time (s), Altitude AGL (m), Speed - Velocity Magnitude (m/s), ω1 (rad/s), ω2 (rad/s), ω3 (rad/s), Ax (m/s²), Ay (m/s²), Az (m/s²)
63.704218,3658.969880,23.832891,-0.247333,0.122078,0.000000,-0.385608,-0.004191,0.025338
65.140075,3629.844667,23.763692,-0.247333,0.122078,0.000000,-0.385019,-0.003951,0.025151
66.575933,3600.771219,23.709298,-0.247333,0.122078,0.000000,-0.380169,-0.008138,0.024755
67.074132,3590.695483,23.697399,-0.247333,0.122078,0.000000,-0.358073,-0.030581,0.023410
67.572332,3580.625583,23.693057,-0.247333,0.122078,0.000000,-0.338962,-0.049990,0.022657
68.070532,3570.561355,23.695148,-0.247333,0.122078,0.000000,-0.322434,-0.066766,0.022291
68.750567,3556.832786,23.706809,-0.247333,0.122078,0.000000,-0.303459,-0.085998,0.022167
69.430602,3543.114417,23.726662,-0.247333,0.122078,0.000000,-0.287821,-0.101807,0.022225
70.110637,3529.406327,23.753398,-0.247333,0.122078,0.000000,-0.274951,-0.114771,0.022365
70.790673,3515.708599,23.785935,-0.247333,0.122078,0.000000,-0.264356,-0.125395,0.022528
72.104097,3489.282245,23.862143,-0.247333,0.122078,0.000000,-0.248902,-0.140751,0.022785
73.417522,3462.895153,23.952237,-0.247333,0.122078,0.000000,-0.238210,-0.151193,0.022913
74.730947,3436.547646,24.053312,-0.247333,0.122078,0.000000,-0.230790,-0.158255,0.022954
76.044372,3410.239790,24.163364,-0.247333,0.122078,0.000000,-0.225620,-0.162995,0.022937
77.804193,3375.052598,24.322477,-0.247333,0.122078,0.000000,-0.221013,-0.166950,0.022838
79.564014,3339.936094,24.492902,-0.247333,0.122078,0.000000,-0.218049,-0.169208,0.022690
81.323835,3304.889885,24.673295,-0.247333,0.122078,0.000000,-0.216100,-0.170423,0.022532
83.083656,3269.913456,24.862703,-0.247333,0.122078,0.000000,-0.214770,-0.171004,0.022369
84.843477,3235.006251,25.060425,-0.247333,0.122078,0.000000,-0.213804,-0.171213,0.022194
86.603298,3200.167756,25.265975,-0.247333,0.122078,0.000000,-0.213056,-0.171203,0.022016
88.363119,3165.397475,25.478986,-0.247333,0.122078,0.000000,-0.212442,-0.171060,0.021847
90.315675,3126.898272,25.723652,-0.247333,0.122078,0.000000,-0.211852,-0.170815,0.021665
92.268231,3088.481642,25.976706,-0.247333,0.122078,0.000000,-0.211324,-0.170513,0.021482
94.220788,3050.146880,26.237789,-0.247333,0.122078,0.000000,-0.210830,-0.170182,0.021298
95.493711,3025.199233,26.412164,-0.247333,0.122078,0.000000,-0.210519,-0.169959,0.021178
96.766635,3000.285893,26.589729,-0.247333,0.122078,0.000000,-0.210214,-0.169734,0.021061
98.039558,2975.406642,26.770107,-0.247333,0.122078,0.000000,-0.206703,-0.169720,0.020849
98.168192,2972.894396,26.788407,-0.247333,0.122078,0.000000,-0.201678,-0.170029,0.020667
98.296825,2970.382495,26.806628,-0.247333,0.122078,0.000000,-0.196839,-0.170326,0.020509
98.425458,2967.870933,26.824772,-0.247333,0.122078,0.000000,-0.192179,-0.170612,0.020370
98.682724,2962.848818,26.860832,-0.247333,0.122078,0.000000,-0.183363,-0.171151,0.020145
98.939991,2957.828037,26.896597,-0.247333,0.122078,0.000000,-0.175185,-0.171650,0.019977
99.197257,2952.808579,26.932081,-0.247333,0.122078,0.000000,-0.167597,-0.172109,0.019856
100.127994,2934.660174,27.058297,-0.247333,0.122078,0.000000,-0.144488,-0.173489,0.019678
101.058731,2916.528785,27.181700,-0.247333,0.122078,0.000000,-0.126824,-0.174508,0.019682
101.989467,2898.414441,27.302942,-0.247333,0.122078,0.000000,-0.113331,-0.175248,0.019741
102.920204,2880.317236,27.422604,-0.247333,0.122078,0.000000,-0.103028,-0.175774,0.019812
104.268959,2854.122571,27.594127,-0.247333,0.122078,0.000000,-0.092266,-0.176253,0.019877
105.617715,2827.964046,27.764402,-0.247333,0.122078,0.000000,-0.084949,-0.176498,0.019883
106.966470,2801.841712,27.934198,-0.247333,0.122078,0.000000,-0.079974,-0.176584,0.019852
108.315226,2775.755518,28.104036,-0.247333,0.122078,0.000000,-0.076588,-0.176561,0.019798
110.191822,2739.520245,28.341033,-0.247333,0.122078,0.000000,-0.073582,-0.176415,0.019690
112.068419,2703.354290,28.579365,-0.247333,0.122078,0.000000,-0.071763,-0.176189,0.019557
113.945016,2667.257230,28.819322,-0.247333,0.122078,0.000000,-0.070657,-0.175916,0.019422
115.821613,2631.228580,29.061047,-0.247333,0.122078,0.000000,-0.069973,-0.175616,0.019287
117.794438,2593.425597,29.317143,-0.247333,0.122078,0.000000,-0.069499,-0.175287,0.019138
119.767263,2555.697075,29.575252,-0.247333,0.122078,0.000000,-0.069184,-0.174950,0.018986
121.740088,2518.042456,29.835359,-0.247333,0.122078,0.000000,-0.068951,-0.174609,0.018837
124.408855,2467.221181,30.190316,-0.247333,0.122078,0.000000,-0.068700,-0.174149,0.018645
127.077622,2416.532705,30.548681,-0.247333,0.122078,0.000000,-0.068488,-0.173691,0.018460
127.744814,2403.881190,30.638783,-0.247333,0.122078,0.000000,-0.068438,-0.173577,0.018412
128.412006,2391.237846,30.728647,-0.247333,0.122078,0.000000,-0.067446,-0.171972,0.018283
128.887570,2382.230766,30.787730,-0.247333,0.122078,0.000000,-0.053034,-0.149106,0.017089
129.363134,2373.227588,30.837871,-0.247333,0.122078,0.000000,-0.040505,-0.129228,0.016370
129.838698,2364.228147,30.880121,-0.247333,0.122078,0.000000,-0.029616,-0.111951,0.015965
130.698625,2347.964300,30.939261,-0.247333,0.122078,0.000000,-0.013468,-0.086325,0.015704
131.558553,2331.711974,30.980820,-0.247333,0.122078,0.000000,-0.000877,-0.066337,0.015674
132.418480,2315.471243,31.008475,-0.247333,0.122078,0.000000,0.008913,-0.050786,0.015734
133.278408,2299.242212,31.025254,-0.247333,0.122078,0.000000,0.016517,-0.038697,0.015824
134.721921,2272.025741,31.035286,-0.247333,0.122078,0.000000,0.025645,-0.024163,0.015924
136.165435,2244.842405,31.029709,-0.247333,0.122078,0.000000,0.031637,-0.014595,0.015935
137.608949,2217.692354,31.013896,-0.247333,0.122078,0.000000,0.035553,-0.008315,0.015913
139.052463,2190.575525,30.991397,-0.247333,0.122078,0.000000,0.038096,-0.004209,0.015876
140.933020,2155.298237,30.955860,-0.247333,0.122078,0.000000,0.040113,-0.000911,0.015786
142.813577,2120.076721,30.916305,-0.247333,0.122078,0.000000,0.041265,0.001015,0.015676
144.694134,2084.910714,30.874501,-0.247333,0.122078,0.000000,0.041897,0.002119,0.015580
146.574691,2049.799842,30.831512,-0.247333,0.122078,0.000000,0.042225,0.002739,0.015494
148.539833,2013.168149,30.786052,-0.247333,0.122078,0.000000,0.042393,0.003111,0.015388
150.504975,1976.595833,30.740381,-0.247333,0.122078,0.000000,0.042450,0.003306,0.015276
152.470117,1940.082553,30.694781,-0.247333,0.122078,0.000000,0.042448,0.003408,0.015173
154.237575,1907.292457,30.653955,-0.247333,0.122078,0.000000,0.042423,0.003462,0.015090
156.005033,1874.549517,30.613346,-0.247333,0.122078,0.000000,0.042385,0.003494,0.015009
157.772491,1841.853446,30.572968,-0.247333,0.122078,0.000000,0.042338,0.003511,0.014925
158.231392,1833.371905,30.560835,-0.247333,0.122078,0.000000,0.046252,0.011919,0.014980
158.690294,1824.893523,30.544085,-0.247333,0.122078,0.000000,0.053044,0.026488,0.015112
159.149195,1816.418321,30.521829,-0.247333,0.122078,0.000000,0.058974,0.039212,0.015228
159.965149,1801.356851,30.470951,-0.247333,0.122078,0.000000,0.067744,0.058037,0.015380
160.781102,1786.305604,30.408093,-0.247333,0.122078,0.000000,0.074623,0.072817,0.015453
161.597055,1771.264642,30.335919,-0.247333,0.122078,0.000000,0.080018,0.084422,0.015463
162.865161,1747.909301,30.209550,-0.247333,0.122078,0.000000,0.086109,0.097553,0.015390
164.133268,1724.578758,30.071870,-0.247333,0.122078,0.000000,0.090327,0.106673,0.015285
165.401374,1701.272797,29.926404,-0.247333,0.122078,0.000000,0.093213,0.112943,0.015167
166.669480,1677.991151,29.775668,-0.247333,0.122078,0.000000,0.095159,0.117200,0.015032
168.518492,1644.087656,29.550310,-0.247333,0.122078,0.000000,0.096907,0.121077,0.014852
170.367505,1610.235006,29.321672,-0.247333,0.122078,0.000000,0.097880,0.123290,0.014724
172.216517,1576.432630,29.091675,-0.247333,0.122078,0.000000,0.098382,0.124494,0.014612
174.065530,1542.680034,28.861517,-0.247333,0.122078,0.000000,0.098603,0.125098,0.014482
176.021621,1507.026621,28.618802,-0.247333,0.122078,0.000000,0.098675,0.125387,0.014358
177.977713,1471.428271,28.377316,-0.247333,0.122078,0.000000,0.098642,0.125451,0.014263
179.933804,1435.884579,28.137388,-0.247333,0.122078,0.000000,0.098555,0.125396,0.014185
181.039354,1415.819896,28.002546,-0.247333,0.122078,0.000000,0.098493,0.125339,0.014137
182.144905,1395.772468,27.868280,-0.247333,0.122078,0.000000,0.098426,0.125270,0.014085
183.250455,1375.742254,27.734603,-0.247333,0.122078,0.000000,0.098354,0.125190,0.014034
184.805338,1347.600114,27.547624,-0.247333,0.122078,0.000000,0.098247,0.125065,0.013965
186.360220,1319.491740,27.361871,-0.247333,0.122078,0.000000,0.098136,0.124931,0.013899
186.748941,1312.469905,27.315627,-0.247333,0.122078,0.000000,0.098108,0.124896,0.013882
187.137662,1305.450195,27.267607,-0.247333,0.122078,0.000000,0.098766,0.137340,0.014502
187.526382,1298.432692,27.214799,-0.247333,0.122078,0.000000,0.099850,0.157541,0.015481
188.059864,1288.805630,27.133516,-0.247333,0.122078,0.000000,0.101144,0.181808,0.016501
188.593345,1279.183250,27.043069,-0.247333,0.122078,0.000000,0.102235,0.202427,0.017196
189.126826,1269.565776,26.945225,-0.247333,0.122078,0.000000,0.103157,0.220036,0.017657
189.660308,1259.953331,26.841181,-0.247333,0.122078,0.000000,0.103935,0.235067,0.017937
190.982018,1236.160349,26.562781,-0.247333,0.122078,0.000000,0.105368,0.263406,0.018107
192.303729,1212.399053,26.264404,-0.247333,0.122078,0.000000,0.106290,0.282513,0.017931
193.625440,1188.669010,25.953977,-0.247333,0.122078,0.000000,0.106867,0.295344,0.017627
194.947151,1164.969514,25.636759,-0.247333,0.122078,0.000000,0.107210,0.303895,0.017266
196.811754,1131.586454,25.184579,-0.247333,0.122078,0.000000,0.107441,0.311254,0.016816
198.676358,1098.261969,24.732898,-0.247333,0.122078,0.000000,0.107498,0.315335,0.016533
200.540961,1064.994712,24.285222,-0.247333,0.122078,0.000000,0.107452,0.317454,0.016311
202.405565,1031.783605,23.843780,-0.247333,0.122078,0.000000,0.107346,0.318411,0.016050
204.345642,997.287318,23.393005,-0.247333,0.122078,0.000000,0.107202,0.318751,0.015822
206.285719,962.850949,22.952097,-0.247333,0.122078,0.000000,0.107039,0.318675,0.015684
208.225797,928.473870,22.521994,-0.247333,0.122078,0.000000,0.106867,0.318383,0.015600
209.197232,911.282639,22.310915,-0.247333,0.122078,0.000000,0.106779,0.318195,0.015550
210.168668,894.106027,22.102802,-0.247333,0.122078,0.000000,0.106690,0.317990,0.015488
211.140103,876.944026,21.897749,-0.247333,0.122078,0.000000,0.106601,0.317769,0.015428
212.280691,856.812272,21.661013,-0.247333,0.122078,0.000000,0.106496,0.317493,0.015362
213.421278,836.700505,21.428744,-0.247333,0.122078,0.000000,0.106390,0.317206,0.015299
214.561865,816.608640,21.201075,-0.247333,0.122078,0.000000,0.106285,0.316912,0.015237
215.466667,800.684406,21.023228,-0.247333,0.122078,0.000000,0.101251,0.319527,0.015449
215.585181,798.599631,21.000028,-0.247333,0.122078,0.000000,0.098901,0.320845,0.015570
215.703695,796.515076,20.976815,-0.247333,0.122078,0.000000,0.096630,0.322116,0.015682
216.438408,783.596458,20.832985,-0.247333,0.122078,0.000000,0.083926,0.329199,0.016247
216.966667,774.313353,20.729626,-0.247333,0.122078,0.000000,0.076364,0.333378,0.016502
216.968980,774.272960,20.635368,-0.247333,0.122078,0.000000,0.754123,3.293686,45.994447
216.971293,774.232809,20.542479,-0.247333,0.122078,0.000000,0.744784,3.254354,45.381366
216.975919,774.152986,20.359499,-0.247333,0.122078,0.000000,0.726518,3.177397,44.182247
216.980546,774.074109,20.181764,-0.247333,0.122078,0.000000,0.708936,3.103295,43.028460
216.985172,773.996153,20.009070,-0.247333,0.122078,0.000000,0.692006,3.031908,41.917750
217.007880,773.626156,19.228709,-0.247333,0.122078,0.000000,0.617373,2.716855,37.026268
217.030588,773.275251,18.545350,-0.247333,0.122078,0.000000,0.554541,2.451096,32.914915
217.053297,772.941337,17.943386,-0.247333,0.122078,0.000000,0.501148,2.224826,29.427126
217.076005,772.622617,17.410204,-0.247333,0.122078,0.000000,0.455387,2.030538,26.443222
217.110230,772.167571,16.714272,-0.247333,0.122078,0.000000,0.397827,1.785605,22.698565
217.144456,771.739192,16.124422,-0.247333,0.122078,0.000000,0.350969,1.585678,19.659166
217.178682,771.333918,15.620090,-0.247333,0.122078,0.000000,0.312308,1.420309,17.159588
217.212908,770.948781,15.185325,-0.247333,0.122078,0.000000,0.280020,1.281866,15.079288
217.247134,770.581342,14.807857,-0.247333,0.122078,0.000000,0.252770,1.164750,13.330070
217.306817,769.976976,14.258947,-0.247333,0.122078,0.000000,0.214436,0.999524,10.883108
217.366500,769.411575,13.817918,-0.247333,0.122078,0.000000,0.184740,0.871090,9.002999
217.426183,768.878304,13.457923,-0.247333,0.122078,0.000000,0.161223,0.769065,7.527777
217.485866,768.371938,13.160430,-0.247333,0.122078,0.000000,0.142267,0.686611,6.351290
217.545550,767.888274,12.911836,-0.247333,0.122078,0.000000,0.126747,0.618949,5.399664
217.605233,767.423889,12.702006,-0.247333,0.122078,0.000000,0.113862,0.562672,4.620366
217.702439,766.701815,12.424332,-0.247333,0.122078,0.000000,0.097086,0.489270,3.626120
217.799645,766.014187,12.206302,-0.247333,0.122078,0.000000,0.084099,0.432365,2.878853
217.896851,765.353886,12.032105,-0.247333,0.122078,0.000000,0.073805,0.387239,2.306573
217.994057,764.715485,11.890855,-0.247333,0.122078,0.000000,0.065482,0.350764,1.861702
218.091263,764.094749,11.774801,-0.247333,0.122078,0.000000,0.058634,0.320793,1.511573
218.188470,763.488353,11.678328,-0.247333,0.122078,0.000000,0.052917,0.295816,1.233227
218.345661,762.531566,11.553577,-0.247333,0.122078,0.000000,0.045459,0.263334,0.894614
218.502852,761.597050,11.457034,-0.247333,0.122078,0.000000,0.039614,0.237997,0.653710
218.660043,760.678858,11.380659,-0.247333,0.122078,0.000000,0.034934,0.217820,0.480418
218.817234,759.772654,11.318911,-0.247333,0.122078,0.000000,0.031122,0.201476,0.354612
218.974425,758.875271,11.267915,-0.247333,0.122078,0.000000,0.027975,0.188055,0.262585
219.197694,757.611459,11.208758,-0.247333,0.122078,0.000000,0.024373,0.172795,0.172034
219.420963,756.356406,11.160604,-0.247333,0.122078,0.000000,0.021548,0.160903,0.113324
219.644231,755.107075,11.119913,-0.247333,0.122078,0.000000,0.019306,0.151523,0.074977
219.867500,753.861509,11.084376,-0.247333,0.122078,0.000000,0.017513,0.144063,0.049797
220.090769,752.618462,11.052478,-0.247333,0.122078,0.000000,0.016074,0.138095,0.033285
220.381645,751.001455,11.014699,-0.247333,0.122078,0.000000,0.014609,0.132046,0.019998
220.672521,749.386158,10.979795,-0.247333,0.122078,0.000000,0.013498,0.127476,0.012279
220.963397,747.771889,10.946793,-0.247333,0.122078,0.000000,0.012653,0.124009,0.007722
221.254274,746.158301,10.915118,-0.247333,0.122078,0.000000,0.012011,0.121374,0.005099
221.562782,744.447387,10.882508,-0.247333,0.122078,0.000000,0.011492,0.119251,0.003515
221.871290,742.736837,10.850640,-0.247333,0.122078,0.000000,0.011104,0.117665,0.002686
222.179799,741.026549,10.819285,-0.247333,0.122078,0.000000,0.010814,0.116477,0.002239
222.486401,739.327034,10.788483,-0.247333,0.122078,0.000000,0.010597,0.115590,0.001982
222.793002,737.627702,10.757950,-0.247333,0.122078,0.000000,0.010435,0.114921,0.001832
223.099604,735.928542,10.727623,-0.247333,0.122078,0.000000,0.010312,0.114417,0.001748
223.498005,733.720884,10.688448,-0.247333,0.122078,0.000000,0.010197,0.113940,0.001694
223.896406,731.513495,10.649475,-0.247333,0.122078,0.000000,0.010117,0.113609,0.001672
224.294806,729.306370,10.610654,-0.247333,0.122078,0.000000,0.010062,0.113376,0.001661
224.910257,725.897312,10.550916,-0.247333,0.122078,0.000000,0.010008,0.113143,0.001653
225.525708,722.488879,10.491408,-0.247333,0.122078,0.000000,0.009977,0.113006,0.001652
226.141159,719.081071,10.432086,-0.247333,0.122078,0.000000,0.009959,0.112919,0.001652
226.758254,715.664785,10.372773,-0.247333,0.122078,0.000000,0.009948,0.112860,0.001650
227.375349,712.249126,10.313619,-0.247333,0.122078,0.000000,0.009941,0.112817,0.001647
230.997134,692.214926,9.969543,-0.247333,0.122078,0.000000,0.009917,0.112643,0.001639
234.618920,672.202224,9.631055,-0.247333,0.122078,0.000000,0.009909,0.112532,0.001633
238.240706,652.210936,9.298639,-0.247333,0.122078,0.000000,0.009900,0.112421,0.001626
244.250441,619.085851,8.762134,-0.247333,0.122078,0.000000,0.009886,0.112234,0.001614
250.260176,586.019096,8.247358,-0.247333,0.122078,0.000000,0.009868,0.112033,0.001603
256.269911,553.010233,7.758330,-0.247333,0.122078,0.000000,0.009849,0.111832,0.001592
262.279646,520.058856,7.299897,-0.247333,0.122078,0.000000,0.009832,0.111637,0.001581
274.148336,455.150169,6.507751,-0.247333,0.122078,0.000000,0.009798,0.111256,0.001559
286.017027,390.461149,5.912815,-0.247333,0.122078,0.000000,0.009765,0.110882,0.001538
294.730264,343.108699,5.636869,-0.247333,0.122078,0.000000,0.009741,0.110609,0.001523
295.824525,337.170092,5.613121,-0.247333,0.122078,0.000000,0.009738,0.110576,0.001522
296.918785,331.233306,5.591921,-0.247333,0.122078,0.000000,0.009735,0.110542,0.001520
297.605391,327.509133,5.579931,-0.247333,0.122078,0.000000,0.009734,0.110520,0.001519
297.951647,325.631299,5.574462,-0.247333,0.122078,0.000000,0.011095,0.101898,0.001386
298.206800,324.247636,5.570908,-0.247333,0.122078,0.000000,0.014106,0.082860,0.001144
298.461953,322.864052,5.567767,-0.247333,0.122078,0.000000,0.016545,0.067444,0.001079
298.717107,321.480545,5.564948,-0.247333,0.122078,0.000000,0.018479,0.055217,0.001110
299.113869,319.329345,5.560971,-0.247333,0.122078,0.000000,0.020752,0.040846,0.001203
299.510631,317.178337,5.557357,-0.247333,0.122078,0.000000,0.022321,0.030926,0.001302
299.907393,315.027532,5.553981,-0.247333,0.122078,0.000000,0.023390,0.024163,0.001377
300.453063,312.069860,5.549615,-0.247333,0.122078,0.000000,0.024261,0.018641,0.001436
300.998733,309.112609,5.545438,-0.247333,0.122078,0.000000,0.024727,0.015673,0.001447
301.544402,306.155791,5.541373,-0.247333,0.122078,0.000000,0.025009,0.013869,0.001445
302.090072,303.199410,5.537386,-0.247333,0.122078,0.000000,0.025197,0.012654,0.001443
302.800560,299.350713,5.532295,-0.247333,0.122078,0.000000,0.025361,0.011588,0.001450
303.511048,295.502753,5.527297,-0.247333,0.122078,0.000000,0.025458,0.010940,0.001457
304.221536,291.655530,5.522383,-0.247333,0.122078,0.000000,0.025509,0.010585,0.001460
305.900460,282.567249,5.511062,-0.247333,0.122078,0.000000,0.025557,0.010209,0.001460
307.579383,273.483077,5.500135,-0.247333,0.122078,0.000000,0.025550,0.010175,0.001457
309.258307,264.403009,5.489589,-0.247333,0.122078,0.000000,0.025532,0.010212,0.001454
312.301652,247.954215,5.471434,-0.247333,0.122078,0.000000,0.025505,0.010238,0.001449
315.344998,231.518836,5.454530,-0.247333,0.122078,0.000000,0.025482,0.010243,0.001444
318.388343,215.096831,5.438884,-0.247333,0.122078,0.000000,0.025461,0.010237,0.001439
326.175837,173.135693,5.404635,-0.247333,0.122078,0.000000,0.025408,0.010217,0.001427
333.963330,131.261075,5.378785,-0.247333,0.122078,0.000000,0.025356,0.010194,0.001416
336.640534,116.885239,5.371851,-0.247333,0.122078,0.000000,0.025338,0.010187,0.001412
339.317738,102.519526,5.365920,-0.247333,0.122078,0.000000,0.025321,0.010179,0.001408
340.671258,95.260465,5.363303,-0.247333,0.122078,0.000000,0.025312,0.010176,0.001406
340.821996,94.452205,5.363029,-0.247333,0.122078,0.000000,0.023889,0.009081,0.001420
340.972733,93.643977,5.362761,-0.247333,0.122078,0.000000,0.021878,0.007533,0.001441
341.123471,92.835782,5.362499,-0.247333,0.122078,0.000000,0.020110,0.006172,0.001459
341.424946,91.219493,5.361987,-0.247333,0.122078,0.000000,0.017199,0.003931,0.001488
341.726421,89.603338,5.361488,-0.247333,0.122078,0.000000,0.014991,0.002232,0.001508
342.027896,87.987320,5.361000,-0.247333,0.122078,0.000000,0.013328,0.000952,0.001521
342.925729,83.175417,5.359587,-0.247333,0.122078,0.000000,0.010634,-0.001120,0.001535
343.823562,78.364752,5.358214,-0.247333,0.122078,0.000000,0.009652,-0.001873,0.001535
344.721396,73.555331,5.356862,-0.247333,0.122078,0.000000,0.009157,-0.002252,0.001535
345.619229,68.747154,5.355528,-0.247333,0.122078,0.000000,0.008814,-0.002514,0.001537
347.022481,61.234785,5.353473,-0.247333,0.122078,0.000000,0.008537,-0.002724,0.001537
348.425734,53.725443,5.351450,-0.247333,0.122078,0.000000,0.008404,-0.002822,0.001535
349.828986,46.219124,5.349461,-0.247333,0.122078,0.000000,0.008356,-0.002855,0.001533
354.089092,23.449285,5.343621,-0.247333,0.122078,0.000000,0.008309,-0.002880,0.001526
358.349198,0.707120,5.338077,-0.247333,0.122078,0.000000,0.008322,-0.002859,0.001518
358.481741,-0.000002,5.337909,-0.247333,0.122078,0.000000,0.008322,-0.002858,0.001518
