# Time (s), Altitude AGL (m), Speed - Velocity Magnitude (m/s), ω1 (rad/s), ω2 (rad/s), ω3 (rad/s), Ax (m/s²), Ay (m/s²), Az (m/s²)
11.026720,2499.897603,214.227616,-0.003453,0.003527,0.000000,-0.264201,-1.570048,-15.931968
11.064833,2507.968123,213.618938,-0.003864,0.005304,0.000000,-0.250683,-1.542587,-15.891449
11.102945,2516.015560,213.011919,-0.004081,0.006169,0.000000,-0.234570,-1.511193,-15.852455
11.141058,2524.039970,212.406532,-0.004089,0.006057,0.000000,-0.218295,-1.479532,-15.814077
11.179170,2532.041410,211.802766,-0.003906,0.005065,0.000000,-0.204097,-1.450947,-15.775232
11.217283,2540.019934,211.200629,-0.003579,0.003420,0.000000,-0.193696,-1.428046,-15.735195
11.255396,2547.975602,210.600140,-0.003173,0.001430,0.000000,-0.188070,-1.412330,-15.693544
11.293508,2555.908474,210.001326,-0.002761,-0.000568,0.000000,-0.187377,-1.404073,-15.650196
11.331621,2563.818613,209.404204,-0.002409,-0.002265,0.000000,-0.191019,-1.402439,-15.605539
11.369733,2571.706084,208.808788,-0.002169,-0.003424,0.000000,-0.197787,-1.405622,-15.559951
11.415948,2581.239984,208.089090,-0.002071,-0.003924,0.000000,-0.207967,-1.412616,-15.504274
11.462163,2590.740770,207.371889,-0.002191,-0.003412,0.000000,-0.217569,-1.418933,-15.449284
11.508378,2600.208558,206.657147,-0.002492,-0.002076,0.000000,-0.224096,-1.420801,-15.396007
11.554592,2609.643464,205.944805,-0.002901,-0.000261,0.000000,-0.225959,-1.415822,-15.345270
11.600807,2619.045595,205.234792,-0.003328,0.001615,0.000000,-0.222706,-1.403245,-15.297117
11.647022,2628.415055,204.527040,-0.003690,0.003159,0.000000,-0.215022,-1.384042,-15.251239
11.693236,2637.751941,203.821495,-0.003921,0.004083,0.000000,-0.204452,-1.360506,-15.207009
11.739451,2647.056349,203.118119,-0.003991,0.004256,0.000000,-0.192994,-1.335629,-15.163635
11.785666,2656.328369,202.416888,-0.003906,0.003713,0.000000,-0.182634,-1.312426,-15.120427
11.831881,2665.568096,201.717795,-0.003702,0.002632,0.000000,-0.174931,-1.293229,-15.076564
11.878095,2674.775622,201.020850,-0.003438,0.001283,0.000000,-0.170762,-1.279382,-15.031667
11.924310,2683.951044,200.326065,-0.003176,-0.000036,0.000000,-0.170218,-1.271052,-14.985682
11.970525,2693.094458,199.633452,-0.002975,-0.001059,-0.000000,-0.172669,-1.267330,-14.938921
12.016739,2702.205967,198.943010,-0.002876,-0.001606,-0.000000,-0.176967,-1.266515,-14.891891
12.068932,2712.457704,198.165865,-0.002905,-0.001565,-0.000000,-0.182318,-1.266480,-14.839035
12.121124,2722.669019,197.391445,-0.003073,-0.000891,-0.000000,-0.186380,-1.264646,-14.787198
12.173316,2732.840053,196.619703,-0.003335,0.000209,-0.000000,-0.187774,-1.258916,-14.736947
12.225508,2742.970943,195.850580,-0.003630,0.001446,-0.000000,-0.185908,-1.248402,-14.688673
12.277700,2753.061821,195.084015,-0.003894,0.002525,0.000000,-0.181023,-1.233407,-14.642140
12.338553,2764.776893,194.193401,-0.004097,0.003286,0.000000,-0.172743,-1.212090,-14.589562
12.399406,2776.437938,193.306131,-0.004151,0.003352,0.000000,-0.163707,-1.189679,-14.537951
12.449628,2786.021167,192.576355,-0.004088,0.002912,0.000000,-0.157263,-1.172827,-14.495835
12.499849,2795.567836,191.848806,-0.003960,0.002176,0.000000,-0.152674,-1.158814,-14.453399
12.550071,2805.078049,191.123481,-0.003811,0.001341,0.000000,-0.150324,-1.148214,-14.410442
12.600293,2814.551916,190.400380,-0.003681,0.000599,-0.000000,-0.150077,-1.140831,-14.367014
12.650515,2823.989546,189.679504,-0.003602,0.000102,-0.000000,-0.151380,-1.135850,-14.323384
12.716690,2836.370044,188.733002,-0.003603,-0.000055,-0.000000,-0.154151,-1.131013,-14.266152
12.771710,2846.615857,187.948955,-0.003697,0.000256,-0.000000,-0.156067,-1.126534,-14.219225
12.826729,2856.818626,187.167497,-0.003856,0.000868,-0.000000,-0.156687,-1.120229,-14.173279
12.881749,2866.978490,186.388586,-0.004046,0.001618,-0.000000,-0.155539,-1.111390,-14.128545
12.936768,2877.095585,185.612175,-0.004230,0.002327,-0.000000,-0.152622,-1.100005,-14.085072
12.991788,2887.170042,184.838220,-0.004376,0.002847,0.000000,-0.148345,-1.086649,-14.042600
13.070097,2901.435703,183.740822,-0.004488,0.003113,0.000000,-0.141207,-1.066132,-13.983346
13.131570,2912.574316,182.882739,-0.004492,0.002914,0.000000,-0.136055,-1.050742,-13.937331
13.193044,2923.660259,182.027606,-0.004441,0.002462,0.000000,-0.132197,-1.037318,-13.891377
13.254518,2934.693706,181.175408,-0.004369,0.001918,0.000000,-0.129997,-1.026409,-13.845257
13.315991,2945.674832,180.326132,-0.004310,0.001454,-0.000000,-0.129342,-1.017879,-13.799000
13.377465,2956.603811,179.479761,-0.004293,0.001203,-0.000000,-0.129733,-1.011023,-13.752873
13.463601,2971.829922,178.298680,-0.004364,0.001307,-0.000000,-0.130741,-1.002319,-13.688909
13.517979,2981.389995,177.555915,-0.004556,0.001544,-0.000000,-0.119456,-0.996894,-13.649372
13.528139,2983.171769,177.417374,-0.004637,0.001567,-0.000000,-0.114129,-0.995978,-13.642100
13.538300,2984.952135,177.278908,-0.004750,0.001566,-0.000000,-0.108892,-0.995012,-13.634851
13.548460,2986.731094,177.140517,-0.004895,0.001539,-0.000000,-0.103774,-0.993993,-13.627625
13.568781,2990.284790,176.863958,-0.005282,0.001409,-0.000000,-0.093999,-0.991784,-13.613241
13.589101,2993.832865,176.587695,-0.005784,0.001184,-0.000000,-0.085025,-0.989338,-13.598961
13.609422,2997.375325,176.311729,-0.006387,0.000871,-0.000000,-0.077058,-0.986639,-13.584782
13.629743,3000.912175,176.036057,-0.007070,0.000484,-0.000000,-0.070256,-0.983679,-13.570683
13.671152,3008.102155,175.475210,-0.008621,-0.000479,-0.000000,-0.060432,-0.976866,-13.542175
13.712561,3015.268913,174.915581,-0.010232,-0.001568,-0.000000,-0.056395,-0.969104,-13.513929
13.753970,3022.412499,174.357167,-0.011722,-0.002645,-0.000000,-0.057909,-0.960624,-13.485897
13.795379,3029.532961,173.799967,-0.012936,-0.003587,-0.000000,-0.064134,-0.951727,-13.458035
13.836788,3036.630346,173.243973,-0.013763,-0.004296,-0.000000,-0.073802,-0.942791,-13.430531
13.897776,3047.041699,172.427249,-0.014170,-0.004787,-0.000000,-0.091076,-0.930237,-13.390776
13.958765,3057.403244,171.613066,-0.013634,-0.004574,-0.000000,-0.107307,-0.918948,-13.351188
14.019754,3067.715128,170.801394,-0.012387,-0.003762,-0.000000,-0.118184,-0.909364,-13.311770
14.080742,3077.977497,169.992205,-0.010806,-0.002588,-0.000000,-0.121201,-0.901502,-13.272622
14.141731,3088.190496,169.185464,-0.009294,-0.001342,-0.000000,-0.115943,-0.895041,-13.233951
14.202720,3098.354270,168.381129,-0.008188,-0.000292,-0.000000,-0.103837,-0.889357,-13.195661
14.263708,3108.468962,167.579165,-0.007698,0.000371,-0.000000,-0.087604,-0.883806,-13.157836
14.324697,3118.534711,166.779543,-0.007884,0.000554,-0.000000,-0.070516,-0.877813,-13.120547
14.385686,3128.551657,165.982239,-0.008660,0.000276,-0.000000,-0.055660,-0.870985,-13.083876
14.461411,3140.921211,164.995478,-0.010145,-0.000543,-0.000000,-0.043663,-0.861081,-13.039062
14.537136,3153.215995,164.012218,-0.011734,-0.001567,-0.000000,-0.040407,-0.849810,-12.994947
14.612861,3165.436264,163.032428,-0.012953,-0.002434,-0.000000,-0.044828,-0.837827,-12.951466
14.675904,3175.553431,162.219341,-0.013460,-0.002837,-0.000000,-0.051991,-0.827904,-12.915644
14.738948,3185.619264,161.408617,-0.013457,-0.002874,-0.000000,-0.059772,-0.818470,-12.880077
14.801992,3195.633905,160.600236,-0.013019,-0.002566,-0.000000,-0.065959,-0.809801,-12.844739
14.865036,3205.597494,159.794173,-0.012298,-0.002001,-0.000000,-0.068955,-0.802014,-12.809685
14.928080,3215.510171,158.990401,-0.011485,-0.001306,-0.000000,-0.067998,-0.795037,-12.774900
14.991123,3225.372074,158.188894,-0.010767,-0.000620,-0.000000,-0.063211,-0.788663,-12.740398
15.054167,3235.183339,157.389628,-0.010297,-0.000066,-0.000000,-0.055462,-0.782614,-12.706224
15.117211,3244.944103,156.592578,-0.010162,0.000271,-0.000000,-0.046112,-0.776602,-12.672471
15.180255,3254.654500,155.797718,-0.010377,0.000356,-0.000000,-0.036685,-0.770367,-12.639153
15.255455,3266.171529,154.852430,-0.011013,0.000157,0.000000,-0.027224,-0.762403,-12.599959
15.330654,3277.617305,153.910191,-0.011887,-0.000267,0.000000,-0.021174,-0.753795,-12.561354
15.405854,3288.992047,152.970969,-0.012773,-0.000760,0.000000,-0.019047,-0.744689,-12.523367
15.481054,3300.295969,152.034733,-0.013471,-0.001168,0.000000,-0.020272,-0.735338,-12.485870
15.556253,3311.529283,151.101450,-0.013853,-0.001375,0.000000,-0.023492,-0.726066,-12.448792
15.631453,3322.692199,150.171092,-0.013891,-0.001333,0.000000,-0.027039,-0.717168,-12.412109
15.706653,3333.784925,149.243625,-0.013644,-0.001062,-0.000000,-0.029402,-0.708829,-12.375803
15.781852,3344.807665,148.319018,-0.013235,-0.000632,-0.000000,-0.029577,-0.701082,-12.339816
15.857052,3355.760624,147.397237,-0.012812,-0.000147,-0.000000,-0.027234,-0.693845,-12.304163
15.932252,3366.644002,146.478251,-0.012508,0.000292,-0.000000,-0.022699,-0.686965,-12.268936
16.007451,3377.458000,145.562026,-0.012414,0.000606,-0.000000,-0.016775,-0.680221,-12.234120
16.082651,3388.202814,144.648530,-0.012561,0.000754,-0.000000,-0.010495,-0.673422,-12.199736
16.167785,3400.283812,143.617613,-0.012984,0.000724,-0.000000,-0.004200,-0.665501,-12.161388
16.252919,3412.276667,142.590111,-0.013574,0.000546,-0.000000,0.000255,-0.657287,-12.123671
16.338053,3424.181653,141.565983,-0.014191,0.000314,-0.000000,0.002498,-0.648826,-12.086515
16.423187,3435.999037,140.545188,-0.014708,0.000125,-0.000000,0.002814,-0.640273,-12.049892
16.508320,3447.729086,139.527687,-0.015042,0.000053,-0.000000,0.001955,-0.631822,-12.013798
16.593454,3459.372062,138.513441,-0.015174,0.000129,-0.000000,0.000856,-0.623616,-11.978133
16.678588,3470.928223,137.502413,-0.015138,0.000343,-0.000000,0.000365,-0.615753,-11.942864
16.763722,3482.397824,136.494564,-0.015009,0.000651,-0.000000,0.001032,-0.608271,-11.908042
16.848856,3493.781118,135.489858,-0.014876,0.000991,-0.000000,0.003027,-0.601106,-11.873609
16.947715,3506.891612,134.327072,-0.014820,0.001348,-0.000000,0.006749,-0.593055,-11.834130
17.046574,3519.886451,133.168418,-0.014941,0.001597,-0.000000,0.011266,-0.585144,-11.795290
17.145432,3532.766013,132.013840,-0.015252,0.001715,-0.000000,0.015680,-0.577209,-11.757063
17.244291,3545.530671,130.863281,-0.015701,0.001722,-0.000000,0.019249,-0.569175,-11.719459
17.343150,3558.180794,129.716690,-0.016205,0.001674,-0.000000,0.021591,-0.561065,-11.682528
17.442009,3570.716743,128.574012,-0.016676,0.001636,-0.000000,0.022744,-0.552931,-11.646181
17.540868,3583.138872,127.435197,-0.017050,0.001660,-0.000000,0.023079,-0.544879,-11.610393
17.639727,3595.447531,126.300195,-0.017305,0.001773,-0.000000,0.023129,-0.537014,-11.575167
17.738585,3607.643070,125.168984,-0.017706,0.001976,-0.000000,0.032963,-0.538525,-11.537950
17.753843,3609.515291,124.994731,-0.017851,0.002013,-0.000000,0.037109,-0.541247,-11.531567
17.769101,3611.384828,124.820569,-0.018062,0.002052,-0.000000,0.041169,-0.543878,-11.525220
17.784359,3613.251681,124.646500,-0.018342,0.002091,-0.000000,0.045119,-0.546395,-11.518918
17.799617,3615.115853,124.472522,-0.018690,0.002132,-0.000000,0.048938,-0.548778,-11.512666
17.830133,3618.836158,124.124838,-0.019571,0.002215,-0.000000,0.056101,-0.553065,-11.500348
17.860649,3622.545753,123.777517,-0.020670,0.002301,-0.000000,0.062509,-0.556595,-11.488306
17.891165,3626.244650,123.430552,-0.021953,0.002389,-0.000000,0.068044,-0.559252,-11.476570
17.921681,3629.932860,123.083941,-0.023380,0.002476,-0.000000,0.072613,-0.560949,-11.465167
17.973977,3636.228578,122.490759,-0.026044,0.002624,-0.000000,0.078046,-0.561492,-11.446449
18.026273,3642.492992,121.898582,-0.028804,0.002765,-0.000000,0.080370,-0.558989,-11.428801
18.078569,3648.726149,121.307390,-0.031454,0.002895,-0.000000,0.079744,-0.553625,-11.412183
18.130864,3654.928096,120.717162,-0.033811,0.003011,-0.000000,0.076540,-0.545798,-11.396506
18.183160,3661.098876,120.127878,-0.035731,0.003113,-0.000000,0.071290,-0.536052,-11.381618
18.251085,3669.067409,119.363864,-0.037411,0.003223,-0.000000,0.062463,-0.521582,-11.363125
18.319010,3676.983514,118.601390,-0.038083,0.003310,-0.000000,0.052774,-0.506466,-11.345157
18.386935,3684.847275,117.840442,-0.037775,0.003381,-0.000000,0.043675,-0.492127,-11.327248
18.454860,3692.658775,117.081013,-0.036637,0.003443,-0.000000,0.036380,-0.479748,-11.309019
18.522785,3700.418097,116.323107,-0.034898,0.003503,-0.000000,0.031768,-0.470151,-11.290140
18.590710,3708.125328,115.566733,-0.032836,0.003569,-0.000000,0.030313,-0.463757,-11.270419
18.672005,3717.281228,114.663515,-0.030348,0.003665,-0.000000,0.032783,-0.460321,-11.245656
18.753300,3726.362808,113.762535,-0.028265,0.003787,-0.000000,0.039251,-0.460845,-11.219819
18.834594,3735.370238,112.863807,-0.026928,0.003937,-0.000000,0.048546,-0.464139,-11.193280
18.915889,3744.303694,111.967334,-0.026530,0.004115,-0.000000,0.059193,-0.468729,-11.166520
18.997184,3753.163352,111.073104,-0.027096,0.004316,-0.000000,0.069687,-0.473143,-11.140058
19.078479,3761.949387,110.181090,-0.028507,0.004532,-0.000000,0.078722,-0.476127,-11.114381
19.192863,3774.187248,108.929680,-0.031473,0.004847,-0.000000,0.087214,-0.476239,-11.080165
19.284843,3783.923000,107.926414,-0.034174,0.005096,-0.000000,0.089835,-0.472315,-11.054506
19.376824,3793.565224,106.925784,-0.036687,0.005333,-0.000000,0.088952,-0.465115,-11.030465
19.468804,3803.114125,105.927729,-0.038674,0.005552,-0.000000,0.085412,-0.455507,-11.007746
19.560785,3812.569894,104.932196,-0.039927,0.005756,-0.000000,0.080389,-0.444651,-10.985923
19.652766,3821.932717,103.939153,-0.040391,0.005946,-0.000000,0.075127,-0.433763,-10.964546
19.744746,3831.202775,102.948580,-0.040143,0.006130,-0.000000,0.070735,-0.423910,-10.943206
19.865472,3843.229348,101.652182,-0.039055,0.006374,-0.000000,0.067621,-0.413771,-10.914661
19.986197,3855.096845,100.360045,-0.037642,0.006635,-0.000000,0.068235,-0.407428,-10.885186
20.083500,3864.546387,99.321725,-0.036675,0.006866,-0.000000,0.071255,-0.404844,-10.860800
20.180803,3873.893100,98.286201,-0.036122,0.007120,-0.000000,0.075914,-0.403886,-10.836051
20.278106,3883.137220,97.253476,-0.036120,0.007395,-0.000000,0.081429,-0.403786,-10.811246
20.375409,3892.278981,96.223537,-0.036703,0.007689,-0.000000,0.086989,-0.403769,-10.786738
20.472712,3901.318614,95.196360,-0.037817,0.007998,-0.000000,0.091882,-0.403151,-10.762792
20.570015,3910.256345,94.171915,-0.039333,0.008318,-0.000000,0.095583,-0.401447,-10.739633
20.684067,3920.603106,92.974557,-0.041390,0.008701,-0.000000,0.098037,-0.397750,-10.713691
20.798118,3930.810505,91.780832,-0.043466,0.009085,-0.000000,0.098451,-0.392241,-10.689041
20.912170,3940.878861,90.590681,-0.045301,0.009467,-0.000000,0.097209,-0.385313,-10.665529
21.026222,3950.808481,89.404053,-0.046725,0.009847,-0.000000,0.094954,-0.377606,-10.642919
21.140274,3960.599659,88.220914,-0.047679,0.010227,-0.000000,0.092399,-0.369789,-10.620860
21.254326,3970.252682,87.041250,-0.048203,0.010612,-0.000000,0.090181,-0.362458,-10.599053
21.443916,3985.994106,85.087960,-0.048436,0.011276,-0.000000,0.088442,-0.352441,-10.562799
21.577063,3996.822115,83.721956,-0.048488,0.011770,0.000000,0.088973,-0.347241,-10.537102
21.710210,4007.463321,82.360745,-0.048732,0.012294,0.000000,0.090747,-0.343339,-10.511303
21.843357,4017.918183,81.004351,-0.049336,0.012850,0.000000,0.093283,-0.340252,-10.485575
21.976504,4028.187156,79.652790,-0.050374,0.013437,0.000000,0.096032,-0.337462,-10.460190
22.109651,4038.270689,78.306067,-0.051833,0.014054,0.000000,0.098516,-0.334527,-10.435393
22.242798,4048.169221,76.964181,-0.053628,0.014697,0.000000,0.100370,-0.331112,-10.411352
22.375945,4057.883177,75.627127,-0.055644,0.015364,0.000000,0.101401,-0.327071,-10.388236
22.509092,4067.412968,74.294899,-0.057747,0.016054,0.000000,0.101581,-0.322381,-10.366026
22.642239,4076.758987,72.967501,-0.059811,0.016764,0.000000,0.101031,-0.317163,-10.344653
22.847426,4090.802753,70.931415,-0.062726,0.017902,0.000000,0.099278,-0.308593,-10.313109
22.991072,4100.375983,69.512932,-0.064518,0.018733,0.000000,0.097863,-0.302629,-10.291735
23.134718,4109.736850,68.100242,-0.066139,0.019597,0.000000,0.096625,-0.296995,-10.270766
23.278364,4118.885786,66.693447,-0.067664,0.020499,-0.000000,0.095744,-0.291830,-10.250042
23.422011,4127.823220,65.292669,-0.069190,0.021444,-0.000000,0.095296,-0.287192,-10.229511
23.565657,4136.549575,63.898047,-0.070813,0.022435,-0.000000,0.095252,-0.283039,-10.209164
23.753565,4147.646821,62.083252,-0.073205,0.023806,-0.000000,0.095631,-0.278160,-10.182886
23.941472,4158.384513,60.279640,-0.076002,0.025266,-0.000000,0.096224,-0.273651,-10.157162
24.129380,4168.763560,58.487638,-0.079234,0.026820,-0.000000,0.096717,-0.269224,-10.132154
24.317288,4178.784844,56.707727,-0.082862,0.028470,-0.000000,0.096887,-0.264693,-10.108029
24.505196,4188.449218,54.940455,-0.086799,0.030219,0.000000,0.096618,-0.259960,-10.084838
24.693104,4197.757502,53.186458,-0.090957,0.032070,-0.000000,0.095923,-0.255051,-10.062600
24.881012,4206.710480,51.446474,-0.095273,0.034029,-0.000000,0.094879,-0.250027,-10.041223
25.068920,4215.308907,49.721371,-0.099706,0.036101,-0.000000,0.093615,-0.245006,-10.020629
25.256828,4223.553510,48.012161,-0.104248,0.038294,-0.000000,0.092245,-0.240068,-10.000686
25.444735,4231.444994,46.320026,-0.108918,0.040616,-0.000000,0.090873,-0.235293,-9.981304
25.632643,4238.984043,44.646337,-0.113752,0.043073,-0.000000,0.089558,-0.230708,-9.962395
25.840389,4246.909596,42.819347,-0.119345,0.045957,-0.000000,0.088203,-0.225865,-9.941980
26.048135,4254.406067,41.019360,-0.125261,0.049025,-0.000000,0.086941,-0.221223,-9.922053
26.255880,4261.474318,39.249322,-0.131556,0.052284,-0.000000,0.085722,-0.216712,-9.902612
26.463626,4268.115189,37.512699,-0.138260,0.055741,-0.000000,0.084488,-0.212268,-9.883698
26.671371,4274.329495,35.813567,-0.145386,0.059400,-0.000000,0.083175,-0.207808,-9.865336
26.879117,4280.118025,34.156715,-0.152950,0.063256,-0.000000,0.080996,-0.203090,-9.847994
26.923273,4281.293581,33.810512,-0.154598,0.064107,-0.000000,0.079858,-0.201927,-9.844767
26.967430,4282.449942,33.466524,-0.156235,0.064978,-0.000000,0.078747,-0.200776,-9.841550
27.011586,4283.587113,33.124810,-0.157860,0.065869,-0.000000,0.077666,-0.199637,-9.838340
27.055742,4284.705103,32.785438,-0.159472,0.066781,-0.000000,0.076619,-0.198509,-9.835136
27.144055,4286.883559,32.113985,-0.162672,0.068664,-0.000000,0.074633,-0.196284,-9.828738
27.232367,4288.985360,31.452732,-0.165850,0.070621,-0.000000,0.072801,-0.194094,-9.822346
27.320680,4291.010555,30.802287,-0.169022,0.072646,-0.000000,0.071130,-0.191932,-9.815959
27.408992,4292.959194,30.163296,-0.172202,0.074732,-0.000000,0.069621,-0.189788,-9.809573
27.601441,4296.940681,28.813906,-0.179225,0.079459,-0.000000,0.066864,-0.185118,-9.795682
27.793890,4300.559369,27.530201,-0.186478,0.084377,-0.000000,0.064749,-0.180360,-9.781901
27.986339,4303.815766,26.321218,-0.194044,0.089415,-0.000000,0.063124,-0.175414,-9.768388
28.178788,4306.710373,25.197117,-0.201964,0.094502,-0.000000,0.061811,-0.170203,-9.755349
28.371237,4309.243673,24.169135,-0.210221,0.099575,-0.000000,0.060641,-0.164679,-9.743020
28.563686,4311.416120,23.249410,-0.218752,0.104568,-0.000000,0.059470,-0.158836,-9.731660
28.756135,4313.228136,22.450647,-0.227439,0.109418,-0.000000,0.058190,-0.152718,-9.721545
28.948584,4314.680094,21.785578,-0.236121,0.114058,-0.000000,0.056738,-0.146419,-9.712957
29.170652,4315.908484,21.199916,-0.245860,0.119053,0.000000,0.054827,-0.139136,-9.705308
29.392720,4316.658255,20.823865,-0.254929,0.123543,0.000000,0.052713,-0.132166,-9.700464
29.614788,4316.929644,20.668302,-0.262880,0.127379,0.000000,0.050531,-0.125975,-9.698752
29.629755,4316.930731,20.665901,-0.263363,0.127610,0.000000,0.050386,-0.125600,-9.698755
29.638095,4316.930394,20.665009,-0.263630,0.127737,0.000000,0.050305,-0.125393,-9.698764
29.647659,4316.928733,20.664378,-0.263930,0.127881,0.000000,0.050213,-0.125159,-9.698782
29.657222,4316.926186,20.664166,-0.264228,0.128023,0.000000,0.050121,-0.124927,-9.698807
29.676348,4316.919316,20.664995,-0.264817,0.128303,0.000000,0.049940,-0.124472,-9.698869
29.695475,4316.908899,20.667498,-0.265392,0.128577,0.000000,0.049759,-0.124028,-9.698956
29.714602,4316.894934,20.671674,-0.265955,0.128845,0.000000,0.049580,-0.123595,-9.699068
29.851982,4316.690351,20.750686,-0.269569,0.130564,0.000000,0.048362,-0.120872,-9.700611
29.989362,4316.302684,20.914857,-0.272346,0.131893,0.000000,0.047304,-0.118931,-9.703438
30.126742,4315.731879,21.162187,-0.274155,0.132786,0.000000,0.046478,-0.117931,-9.707501
30.264122,4314.977860,21.489805,-0.274870,0.133199,0.000000,0.045953,-0.118023,-9.712703
30.482305,4313.403557,22.166110,-0.273461,0.132754,0.000000,0.045902,-0.120728,-9.722924
30.700488,4311.366401,23.018782,-0.268572,0.130822,0.000000,0.046992,-0.126853,-9.734733
30.918671,4308.865835,24.029167,-0.259917,0.127288,0.000000,0.049324,-0.136387,-9.746880
31.136854,4305.901286,25.178336,-0.247415,0.122112,0.000000,0.052829,-0.148848,-9.757815
31.138095,4305.883093,25.185235,-0.247333,0.122078,0.000000,0.052852,-0.148925,-9.757870
31.147853,4305.740145,25.045773,-0.247333,0.122078,0.000000,6.526762,-16.526155,1.440746
31.157611,4305.597330,24.908171,-0.247333,0.122078,0.000000,6.465871,-16.374113,1.401534
31.177126,4305.311960,24.637069,-0.247333,0.122078,0.000000,6.346111,-16.075072,1.324347
31.196642,4305.027094,24.373212,-0.247333,0.122078,0.000000,6.229728,-15.784464,1.249434
31.216158,4304.742705,24.116422,-0.247333,0.122078,0.000000,6.116599,-15.501977,1.176713
31.325940,4303.150584,22.796123,-0.247333,0.122078,0.000000,5.535608,-14.051262,0.805096
31.435723,4301.568172,21.666612,-0.247333,0.122078,0.000000,5.035690,-12.803070,0.488422
31.545505,4299.991682,20.705032,-0.247333,0.122078,0.000000,4.602574,-11.721816,0.217314
31.655287,4298.417844,19.891813,-0.247333,0.122078,0.000000,4.224945,-10.779283,-0.015666
31.822648,4296.017388,18.899700,-0.247333,0.122078,0.000000,3.736060,-9.559530,-0.310629
31.990008,4293.608380,18.162571,-0.247333,0.122078,0.000000,3.331013,-8.549613,-0.546610
32.157368,4291.184214,17.637680,-0.247333,0.122078,0.000000,2.991784,-7.704557,-0.735425
32.324728,4288.739531,17.288404,-0.247333,0.122078,0.000000,2.704813,-6.990513,-0.886018
32.492088,4286.270104,17.083529,-0.247333,0.122078,0.000000,2.459846,-6.381871,-1.005164
32.770562,4282.097609,16.992264,-0.247333,0.122078,0.000000,2.124709,-5.551215,-1.147471
33.049035,4277.836515,17.129569,-0.247333,0.122078,0.000000,1.854369,-4.889149,-1.236278
33.327509,4273.479705,17.421404,-0.247333,0.122078,0.000000,1.623472,-4.343334,-1.287156
33.605983,4269.023346,17.813362,-0.247333,0.122078,0.000000,1.432461,-3.895689,-1.303756
33.884457,4264.466020,18.265855,-0.247333,0.122078,0.000000,1.271130,-3.521738,-1.294157
34.162931,4259.808453,18.750988,-0.247333,0.122078,0.000000,1.132645,-3.204488,-1.264206
34.557297,4253.045834,19.456777,-0.247333,0.122078,0.000000,0.965826,-2.828106,-1.196444
34.951664,4246.097348,20.152620,-0.247333,0.122078,0.000000,0.824432,-2.514938,-1.108946
35.346030,4238.976569,20.816569,-0.247333,0.122078,0.000000,0.701830,-2.248226,-1.010276
35.740396,4231.698750,21.436106,-0.247333,0.122078,0.000000,0.593635,-2.016710,-0.907000
36.134762,4224.279863,22.004783,-0.247333,0.122078,0.000000,0.496940,-1.812783,-0.803991
36.770685,4212.059886,22.809362,-0.247333,0.122078,0.000000,0.360520,-1.529452,-0.646820
37.406608,4199.577990,23.478256,-0.247333,0.122078,0.000000,0.243951,-1.290851,-0.507458
38.042530,4186.890206,24.022352,-0.247333,0.122078,0.000000,0.144045,-1.088390,-0.389293
38.678453,4174.044170,24.456257,-0.247333,0.122078,0.000000,0.058562,-0.916270,-0.292372
39.314376,4161.079228,24.795523,-0.247333,0.122078,0.000000,-0.014305,-0.770116,-0.214835
40.061989,4145.727308,25.093363,-0.247333,0.122078,0.000000,-0.085983,-0.626628,-0.144870
40.809602,4130.293523,25.302448,-0.247333,0.122078,0.000000,-0.144747,-0.509024,-0.093423
41.557215,4114.806800,25.441094,-0.247333,0.122078,0.000000,-0.192679,-0.412979,-0.056273
42.304829,4099.288082,25.524423,-0.247333,0.122078,0.000000,-0.231611,-0.334781,-0.029845
43.052442,4083.752307,25.564676,-0.247333,0.122078,0.000000,-0.263124,-0.271271,-0.011285
44.291920,4057.984661,25.561926,-0.247333,0.122078,0.000000,-0.302540,-0.191367,0.007805
45.531399,4032.227264,25.499547,-0.247333,0.122078,0.000000,-0.329992,-0.135163,0.017748
46.770877,4006.496693,25.400056,-0.247333,0.122078,0.000000,-0.349007,-0.095719,0.022757
48.010355,3980.801710,25.278674,-0.247333,0.122078,0.000000,-0.362109,-0.068066,0.025312
49.249834,3955.145667,25.145121,-0.247333,0.122078,0.000000,-0.371066,-0.048696,0.026468
50.489312,3929.530165,25.006082,-0.247333,0.122078,0.000000,-0.377126,-0.035134,0.026849
51.728791,3903.956289,24.866367,-0.247333,0.122078,0.000000,-0.381166,-0.025640,0.026955
52.968269,3878.423951,24.729034,-0.247333,0.122078,0.000000,-0.383795,-0.018996,0.026908
54.546634,3845.970320,24.560765,-0.247333,0.122078,0.000000,-0.385752,-0.013350,0.026651
56.124999,3813.583161,24.402813,-0.247333,0.122078,0.000000,-0.386697,-0.009764,0.026351
57.703365,3781.262225,24.257311,-0.247333,0.122078,0.000000,-0.387016,-0.007471,0.026166
59.281730,3749.006536,24.125287,-0.247333,0.122078,0.000000,-0.386929,-0.006015,0.025987
60.277274,3728.694603,24.049266,-0.247333,0.122078,0.000000,-0.386736,-0.005381,0.025831
61.272817,3708.408235,23.979072,-0.247333,0.122078,0.000000,-0.386467,-0.004909,0.025675
62.268361,3688.147332,23.914847,-0.247333,0.122078,0.000000,-0.386143,-0.004555,0.025532
