timestamp_ms,rssi,snr,timestamp_s_server_side,total_packet_count_av,total_packet_count_gse,FlightState,dual_board_connectivity_state_flag,recovery_checks_complete_and_flight_ready,GPS_fix_flag,payload_connection_flag,camera_controller_connection_flag,GPS_latitude,GPS_longitude,nav_status,qw,qx,qy,qz
45210.7279999999,-86,9,45.28570774219,119,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
45970.773,-86,9,46.0455954375,121,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
46731.223,-86,9,46.80572727344,123,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
47491.237,-86,9,47.56585910938,125,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
48250.852,-86,9,48.32574680469,127,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
49010.8969999999,-86,9,49.08587864063,129,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
49771.2519999999,-86,9,49.84576633594,131,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
50530.9689999998,-86,9,50.60589817188,133,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
51291.2959999999,-86,9,51.36603000781,135,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
53051.2849999999,-86,9,53.12603977344,137,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
54811.392,-86,9,54.88604953906,139,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
56571.5029999998,-86,9,56.646181375,141,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
58331.578,-86,9,58.40631321094,143,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
60091.7209999999,-86,9,60.16644504688,145,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
61851.7949999999,-86,9,61.9264548125,147,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
63611.9399999999,-86,8,63.68658664844,149,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
65372.0499999998,-86,9,65.44684055469,151,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
67132.1740000001,-86,9,67.20685032031,153,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
68892.2760000001,-86,9,68.96698215625,155,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
70652.4279999998,-84,9,70.72699192188,157,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
72412.5379999999,-84,9,72.48724582813,159,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
74172.6859999998,-83,9,74.24737766406,161,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
75932.7409999999,-86,9,76.00738742969,163,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
77692.8470000001,-89,8,77.76751926563,165,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
79452.9689999998,-89,8,79.52765110156,167,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
81213.0899999999,-90,7,81.2877829375,169,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
82973.3770000001,-91,5,83.04791477344,171,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
84733.2930000001,-106,-7,84.80792453906,173,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
86493.3389999999,-101,-2,86.56817844531,175,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
88253.2889999999,-104,-6,88.32818821094,177,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
90014.4780000001,-106,-6,90.08832004688,179,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
91773.496,-100,-1,91.8483298125,181,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
93533.5219999999,-88,9,93.60760715625,183,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
95292.8789999997,-99,5,95.36773899219,185,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
97053.744,-93,7,97.12787082813,187,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
98813.3999999999,-87,9,98.88800266406,189,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
100573.407,-97,6,100.64801242969,191,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
102333.25,-87,9,102.40814426563,193,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
104093.799,-90,9,104.16839817188,195,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
105854.08,-89,9,105.9284079375,197,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
107613.833,-89,9,107.68853977344,199,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
109374.047,-92,7,109.44854953906,201,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
111134.079,-87,9,111.20880344531,203,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
112893.917,-89,8,112.96893528125,205,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
114654.865,-89,9,114.72894504688,207,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
116414.525,-93,8,116.48907688281,209,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
118175.091,-87,9,118.24920871875,211,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
119934.748,-94,7,120.00934055469,213,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
121694.76,-96,7,121.76947239063,215,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
123454.598,-90,9,123.52948215625,217,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
125215.546,-86,9,125.2897360625,219,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
126975.25,-91,9,127.04974582813,221,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
128735.203,-91,9,128.80987766406,223,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
130495.061,-86,9,130.5700095,225,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
132256.102,-90,8,132.33014133594,227,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
134015.97,-87,9,134.09027317188,229,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
135775.464,-96,6,135.84955051563,231,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
137534.596,-86,9,137.60956028125,233,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
139295.493,-88,9,139.36957004688,235,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
141055.154,-89,8,141.1295798125,237,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
142815.094,-87,9,142.88971164844,239,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
144575.295,-86,9,144.64984348438,241,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
146335.866,-95,7,146.40997532031,243,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
148095.096,-89,8,148.16998508594,245,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
149855.473,-85,9,149.93011692188,247,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
151615.751,-85,9,151.69024875781,249,0,0,0,0,0,0,0,0,0,NF,0,0,0,0
