timestamp_ms,rssi,snr,manual_purge_activated,o2_fill_activated,selector_switch_neutral_position,n20_fill_activated,ignition_fired,ignition_selected,gas_fill_selected,system_activated,transducer_1,transducer_2,transducer_3,thermocouple_1,thermocouple_2,thermocouple_3,thermocouple_4,ignition_error,relay_3_error,relay_2_error,relay_1_error,thermocouple_4_error,thermocouple_3_error,thermocouple_2_error,thermocouple_1_error,load_cell_4_error,load_cell_3_error,load_cell_2_error,load_cell_1_error,transducer_4_error,transducer_3_error,transducer_2_error,transducer_1_error
1770787.058,-81.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1776876.666,-81.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1782965.787,-81.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1789054.1570000001,-82.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1795144.448,-82.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1801236.4239999999,-82.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1807326.837,-82.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1813419.1579999998,-83.0,8.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1819509.831,-82.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1825600.9489999998,-82.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1831694.268,-82.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1837786.7280000001,-83.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1843879.915,-82.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1849971.939,-83.0,11.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1856065.252,-83.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1862158.705,-82.0,9.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1868249.724,-83.0,10.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1881788.413,-83.0,10.0,False,False,False,False,False,False,False,False,3.8994035720825195,3.240063190460205,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1889466.6709999999,-82.0,10.0,False,False,False,False,False,False,False,False,2.873762845993042,2.507462501525879,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1894874.918,-83.0,10.0,False,False,False,False,False,False,False,False,3.3865833282470703,2.4342024326324463,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1900283.5359999998,-82.0,10.0,False,False,False,False,False,False,False,False,2.067901849746704,3.459843397140503,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1905689.504,-82.0,10.0,False,False,False,False,False,False,False,False,3.459843397140503,3.3133232593536377,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1911096.693,-82.0,10.0,False,False,False,False,False,False,False,False,2.873762845993042,3.09354305267334,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1916504.1430000002,-82.0,10.0,False,False,False,False,False,False,False,False,3.5331034660339355,1.9213817119598389,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1921914.257,-83.0,11.0,False,False,False,False,False,False,False,True,3.679623603820801,2.287682294845581,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1924675.044,-83.0,10.0,False,False,False,False,False,False,False,True,2.287682294845581,3.3865833282470703,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1926299.041,-83.0,10.0,False,False,False,False,False,False,False,True,3.606363534927368,2.5807225704193115,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1927924.023,-83.0,11.0,False,False,False,False,False,False,False,True,2.9470229148864746,2.2144222259521484,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1930683.738,-83.0,10.0,False,False,False,False,False,False,False,True,2.653982639312744,3.09354305267334,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1932308.396,-83.0,10.0,False,False,False,False,False,False,False,True,4.192444324493408,3.5331034660339355,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1933932.2729999998,-83.0,10.0,False,False,False,False,False,False,False,True,2.5807225704193115,3.459843397140503,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1934802.0650000002,-83.0,10.0,False,False,False,False,False,False,False,True,2.5807225704193115,3.459843397140503,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1936424.152,-82.0,10.0,False,False,False,False,False,False,False,True,2.8005027770996094,1.6283414363861084,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1939183.626,-82.0,10.0,False,False,False,False,False,False,False,True,3.7528834342956543,3.826143503189087,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1940808.8290000001,-82.0,10.0,False,False,False,False,False,False,False,True,2.873762845993042,1.5550813674926758,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1941678.258,-82.0,10.0,False,False,False,False,False,False,False,True,2.873762845993042,1.5550813674926758,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1944435.7829999998,-82.0,11.0,False,False,False,False,False,False,False,True,1.5550813674926758,2.2144222259521484,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1946060.59,-83.0,10.0,False,False,False,False,False,False,False,True,5.437865257263184,2.7272427082061768,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1948822.2189999998,-82.0,10.0,False,False,False,True,False,False,True,True,2.7272427082061768,2.3609423637390137,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1950447.444,-82.0,10.0,False,False,False,True,False,False,True,True,3.3133232593536377,1.8481216430664062,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1952451.969,-83.0,10.0,False,False,False,True,False,False,True,True,3.3865833282470703,2.9470229148864746,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1957860.6400000001,-83.0,11.0,False,False,False,False,False,False,False,True,2.4342024326324463,2.507462501525879,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1963268.157,-82.0,10.0,False,True,False,False,False,True,False,True,3.679623603820801,3.09354305267334,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1968678.275,-82.0,10.0,False,True,False,False,False,True,False,True,2.9470229148864746,3.5331034660339355,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1974086.182,-82.0,9.0,False,True,False,False,False,True,False,True,1.5550813674926758,2.4342024326324463,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1979491.149,-82.0,10.0,False,True,False,False,False,True,False,True,3.1668031215667725,2.9470229148864746,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1985386.059,-82.0,10.0,False,True,False,False,False,True,False,True,2.653982639312744,3.240063190460205,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1988143.851,-82.0,10.0,False,True,False,False,False,True,False,True,2.507462501525879,2.653982639312744,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1989767.365,-82.0,10.0,False,True,False,False,False,True,False,True,2.507462501525879,2.3609423637390137,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1992527.186,-82.0,10.0,False,True,False,False,False,True,False,True,2.287682294845581,2.2144222259521484,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1994150.22,-82.0,10.0,False,False,False,False,False,False,False,True,2.5807225704193115,2.8005027770996094,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1995019.6579999998,-82.0,10.0,False,False,False,False,False,False,False,True,2.5807225704193115,2.8005027770996094,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1996641.584,-82.0,10.0,False,False,False,False,False,False,False,True,2.653982639312744,3.1668031215667725,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997511.5599999998,-82.0,10.0,False,False,False,False,False,False,False,True,2.653982639312744,3.1668031215667725,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1999135.0050000001,-82.0,10.0,False,False,False,False,False,False,False,True,3.5331034660339355,3.09354305267334,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000759.574,-82.0,10.0,False,False,False,False,False,False,False,True,3.1668031215667725,2.8005027770996094,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003519.302,-82.0,10.0,False,False,False,False,False,False,False,True,2.7272427082061768,2.4342024326324463,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004386.673,-82.0,10.0,False,False,False,False,False,False,False,True,2.7272427082061768,2.4342024326324463,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008278.2440000002,-82.0,10.0,False,False,False,False,False,False,False,True,3.0202829837799072,3.7528834342956543,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009902.183,-83.0,10.0,False,False,False,False,False,False,False,True,4.412224292755127,2.7272427082061768,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011524.345,-83.0,11.0,False,False,False,False,False,False,False,True,2.7272427082061768,3.826143503189087,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013147.699,-82.0,10.0,False,False,False,False,False,False,False,True,2.3609423637390137,3.5331034660339355,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014770.481,-79.0,-1.0,False,False,False,False,False,False,False,True,3.09354305267334,1.9213817119598389,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017528.979,-82.0,10.0,False,False,False,False,False,False,False,True,2.9470229148864746,2.287682294845581,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018395.734,-82.0,10.0,False,False,False,False,False,False,False,True,2.9470229148864746,2.287682294845581,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020018.143,-83.0,11.0,False,False,False,False,False,False,False,True,0.9690007567405701,3.09354305267334,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022775.389,-82.0,10.0,False,False,False,False,False,False,False,True,2.7272427082061768,1.8481216430664062,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023643.3190000001,-82.0,10.0,False,False,False,False,False,False,False,True,2.7272427082061768,1.8481216430664062,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025268.8720000002,-83.0,10.0,False,False,False,False,False,False,False,True,3.09354305267334,2.2144222259521484,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2026888.311,-83.0,10.0,False,False,False,False,False,False,False,True,3.459843397140503,2.9470229148864746,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2028510.847,-82.0,10.0,False,False,False,False,False,False,False,True,2.507462501525879,3.606363534927368,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2031269.59,-82.0,6.0,False,False,False,False,False,False,False,True,3.3865833282470703,2.5807225704193115,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2034029.738,-82.0,10.0,False,False,False,False,False,False,False,True,2.9470229148864746,2.507462501525879,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2036032.864,-82.0,10.0,False,False,False,False,False,False,False,True,2.8005027770996094,1.7748615741729736,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2041439.1800000002,-82.0,10.0,False,False,False,False,False,False,False,True,2.067901849746704,3.3133232593536377,299.5770568847656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2046844.634,-82.0,10.0,False,False,False,False,False,False,False,True,2.3609423637390137,4.558744430541992,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2052252.356,-82.0,10.0,False,False,False,False,False,False,False,True,3.0202829837799072,2.287682294845581,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2057658.3690000002,-82.0,10.0,False,False,False,False,False,False,False,True,3.5331034660339355,2.873762845993042,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2063064.551,-82.0,10.0,False,False,False,False,False,False,False,True,2.287682294845581,2.873762845993042,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2068467.716,-82.0,10.0,False,False,False,False,False,False,False,True,2.287682294845581,0.6027003526687622,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2073871.517,-82.0,10.0,False,False,False,False,False,False,False,True,3.1668031215667725,2.507462501525879,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2079274.794,-82.0,10.0,False,False,False,False,False,False,False,True,2.653982639312744,2.507462501525879,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2084681.024,-82.0,10.0,False,False,False,False,False,False,False,True,2.9470229148864746,1.5550813674926758,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2090082.2189999998,-82.0,10.0,False,False,False,False,False,False,False,True,2.067901849746704,3.7528834342956543,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2095484.847,-82.0,10.0,False,False,False,False,False,False,False,True,3.606363534927368,3.5331034660339355,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2100889.5160000003,-82.0,10.0,False,False,False,False,False,False,False,True,1.0422608852386475,2.287682294845581,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2106296.187,-82.0,10.0,False,False,False,False,False,False,False,True,1.9213817119598389,3.0202829837799072,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2111700.7079999996,-82.0,10.0,False,False,False,False,False,False,False,True,2.653982639312744,3.3133232593536377,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2117105.7580000004,-82.0,10.0,False,False,False,False,False,False,False,True,3.679623603820801,2.873762845993042,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2122510.1399999997,-82.0,10.0,False,False,False,False,False,False,False,True,1.9946417808532715,3.0202829837799072,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2127916.498,-82.0,10.0,False,False,False,False,False,False,False,True,3.0202829837799072,3.09354305267334,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2133320.884,-82.0,10.0,False,False,False,False,False,False,False,True,2.141162157058716,2.3609423637390137,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2138725.76,-82.0,11.0,False,False,False,False,False,False,False,True,2.507462501525879,3.5331034660339355,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2144131.836,-82.0,10.0,False,False,False,False,False,False,False,True,3.09354305267334,3.972663640975952,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2149537.495,-82.0,10.0,False,False,False,False,False,False,False,True,2.8005027770996094,3.09354305267334,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2154944.952,-82.0,10.0,False,False,False,False,False,False,False,True,1.9213817119598389,3.1668031215667725,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2160351.511,-83.0,10.0,False,False,False,False,False,False,False,True,3.5331034660339355,1.701601505279541,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2165758.418,-82.0,10.0,False,False,False,False,False,False,False,True,3.5331034660339355,2.5807225704193115,299.4305419921875,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2171162.676,-82.0,11.0,False,False,False,False,False,False,False,True,3.459843397140503,2.5807225704193115,299.5038146972656,0.0,14.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2176567.794,-82.0,10.0,False,False,False,False,False,False,False,True,3.3865833282470703,3.09354305267334,299.5038146972656,0.0,14.0,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2181972.018,-82.0,10.0,False,False,False,False,False,False,False,True,2.7272427082061768,1.5550813674926758,300.2364196777344,0.0,14.0,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2187373.9650000003,-82.0,10.0,False,False,False,False,False,False,False,True,2.2144222259521484,3.240063190460205,300.2364196777344,0.0,14.0,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2192776.775,-82.0,10.0,False,False,False,False,False,False,False,True,2.8005027770996094,27.19610595703125,300.2364196777344,0.0,14.0,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2197800.284,-82.0,10.0,False,False,False,False,False,False,False,True,2.653982639312744,37.30599594116211,300.2364196777344,0.0,14.0,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2198669.587,-82.0,10.0,False,False,False,False,False,False,False,True,2.653982639312744,37.30599594116211,300.2364196777344,0.0,14.0,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2201424.765,-82.0,10.0,False,False,False,False,False,False,False,True,1.5550813674926758,37.37925720214844,300.2364196777344,0.0,14.0,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2203047.877,-82.0,11.0,False,False,False,False,False,False,False,True,2.7272427082061768,39.064239501953125,300.2364196777344,0.0,14.0,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2204671.1829999997,-82.0,10.0,False,False,False,False,False,False,False,True,0.8957406878471375,43.02028274536133,300.2364196777344,0.0,14.0,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2207428.9480000003,-82.0,10.0,False,False,False,False,False,False,False,True,3.459843397140503,37.818817138671875,300.2364196777344,0.0,14.0,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2208296.2630000003,-82.0,10.0,False,False,False,False,False,False,False,True,3.459843397140503,37.818817138671875,300.2364196777344,0.0,14.0,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
