timestamp_ms,rssi,snr,manual_purge_activated,o2_fill_activated,selector_switch_neutral_position,n20_fill_activated,ignition_fired,ignition_selected,gas_fill_selected,system_activated,internal_temp,wind_speed,gas_bottle_weight_1,gas_bottle_weight_2,analog_voltage_input_1,analog_voltage_input_2,additional_current_input_1,additional_current_input_2,ignition_error,relay_3_error,relay_2_error,relay_1_error,thermocouple_4_error,thermocouple_3_error,thermocouple_2_error,thermocouple_1_error,load_cell_4_error,load_cell_3_error,load_cell_2_error,load_cell_1_error,transducer_4_error,transducer_3_error,transducer_2_error,transducer_1_error
2024831.333,-83.0,10.0,False,False,False,False,False,False,False,True,17.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2026454.698,-83.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,15432,3201,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2028078.057,-82.0,10.0,False,False,False,False,False,False,False,True,17.0,0.0,0,0,0.0,0.0,0.012210012413561344,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2030835.895,-83.0,10.0,False,False,False,False,False,False,False,True,17.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2031702.983,-82.0,10.0,False,False,False,False,False,False,False,True,17.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2034463.351,-82.0,10.0,False,False,False,False,False,False,False,True,17.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2038736.555,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2044141.365,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2049549.247,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2054955.0680000002,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.012210012413561344,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2060361.8830000001,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.012210012413561344,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2065766.6960000002,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.012210012413561344,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2071170.315,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.012210012413561344,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2076573.7389999998,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.012210012413561344,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2081976.614,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,15432,3201,0.012210012413561344,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2087380.2580000001,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2092783.7100000002,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.012210012413561344,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2098186.8770000003,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.012210012413561344,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2103593.0629999996,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.012210012413561344,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2108998.935,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.012210012413561344,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2114403.312,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2119808.9949999996,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,15432,3201,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2125212.71,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.012210012413561344,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2130618.41,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.012210012413561344,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2136022.892,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2141428.9250000003,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2146835.261,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2152241.433,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2157647.4499999997,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.012210012413561344,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2163055.6040000003,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,15432,3201,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2168459.963,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.012210012413561344,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2173865.829,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.012210012413561344,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2179269.6070000003,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2184674.653,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.012210012413561344,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2190075.496,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.012210012413561344,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2195479.577,-82.0,10.0,False,False,False,False,False,False,False,True,19.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2198233.9050000003,-82.0,10.0,False,False,False,False,False,False,False,True,18.0,0.0,0,0,0.012210012413561344,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2200991.078,-82.0,10.0,False,False,False,False,False,False,False,True,19.0,0.0,0,0,0.012210012413561344,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2202614.2369999997,-82.0,10.0,False,False,False,False,False,False,False,True,19.0,0.0,0,0,0.012210012413561344,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2204237.624,-82.0,10.0,False,False,False,False,False,False,False,True,19.0,0.0,0,0,0.0,0.0,0.012210012413561344,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
