Year,Month,Day,Time,Flight_Time_(s),Sync,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,Quat_1,Quat_2,Quat_3,Quat_4,Aux_Volts,Current
2025,5,4,04:21.0,-2.038,53,-0.3,0,0,1,0,0,0.99997,-0.00067,-0.00003,0,0.015,0
2025,5,4,04:21.0,-2.036,55,-0.2,0,0,0.99,0,0.04,0.99997,-0.00067,-0.00003,0,0.015,0
2025,5,4,04:21.0,-2.034,57,-0.3,0,0,0.99,0,0,0.99997,-0.00067,-0.00003,0,0.015,0
2025,5,4,04:21.0,-2.032,59,0,0.4,0.1,0.99,0.02,-0.01,0.99997,-0.00067,0,0,0.015,0
2025,5,4,04:21.0,-2.03,61,-0.1,0,0,1,0,0.01,0.99997,-0.00067,0,0,0.015,0
2025,5,4,04:21.0,-2.028,63,0,0,0,0.99,0,0,0.99997,-0.00067,0,0,0.015,0
2025,5,4,04:21.0,-2.026,65,0,0,0.1,1,0,-0.03,0.99997,-0.00067,0,0,0.015,0
2025,5,4,04:21.0,-2.024,67,-0.2,0.1,-0.1,1,0,0.02,0.99997,-0.00067,0,0,0.015,0
2025,5,4,04:21.0,-2.022,69,-0.1,-0.2,0,0.99,0,0.02,0.99997,-0.00067,-0.00003,0,0.015,0
2025,5,4,04:21.1,-2.02,71,0,0,0.1,1,0.02,-0.03,0.99997,-0.00067,0,0,0.015,0
2025,5,4,04:21.1,-2.018,73,0.2,0,0,1,0,0.01,0.99997,-0.00067,-0.00003,0,0.015,0
2025,5,4,04:21.1,-2.016,75,-0.4,0,0,1,0,0.05,0.99997,-0.00067,0,0,0.015,0
2025,5,4,04:21.1,-2.014,77,0.1,0,0.1,0.99,0,-0.03,0.99997,-0.00067,-0.00003,0,0.015,0
2025,5,4,04:21.1,-2.012,79,-0.1,0,0.1,1,0,0,0.99997,-0.00067,-0.00003,0,0.015,0
2025,5,4,04:21.1,-2.01,81,0,0,0,0.99,0,0.04,0.99997,-0.00067,-0.00003,0,0.016,0
2025,5,4,04:21.1,-2.008,83,-0.2,0,0.1,1,0.01,-0.02,0.99997,-0.00067,0,0,0.015,0
2025,5,4,04:21.1,-2.006,85,-0.2,0,0,0.99,0,-0.01,0.99997,-0.0007,0,0,0.015,0
2025,5,4,04:21.1,-2.004,87,-0.1,0.2,0,1,0,0.02,0.99997,-0.0007,0,0,0.015,0
2025,5,4,04:21.1,-2.002,89,0,0,0,0.98,0,0.02,0.99997,-0.0007,0,0,0.015,0
2025,5,4,04:21.1,-2,91,-0.4,0,0.1,0.99,0.01,-0.01,0.99997,-0.0007,0,0,0.015,0
2025,5,4,04:21.1,-1.998,93,-0.1,0.1,0,1,0,0.03,0.99997,-0.0007,0,0,0.015,0
2025,5,4,04:21.1,-1.996,95,-0.2,0,0.1,1,0.01,0.02,0.99997,-0.0007,0,0,0.015,0
2025,5,4,04:21.1,-1.994,97,-0.2,0,0.1,0.99,0,-0.03,0.99997,-0.0007,0,0,0.015,0
2025,5,4,04:21.1,-1.992,99,-0.3,0,0,0.99,0.01,0,0.99997,-0.0007,0,0,0.015,0
2025,5,4,04:21.1,-1.99,101,-0.5,0,0,0.99,0,0.03,0.99997,-0.00073,0,0,0.015,0
2025,5,4,04:21.1,-1.988,103,-0.2,-0.1,0.1,0.98,0,-0.01,0.99997,-0.00073,0,0,0.016,0
2025,5,4,04:21.1,-1.986,105,-0.3,0,0,0.99,0,0,0.99997,-0.00073,0,0,0.015,0
2025,5,4,04:21.1,-1.984,107,-0.1,0,0,1,-0.01,0.03,0.99997,-0.00073,0,0,0.015,0
2025,5,4,04:21.1,-1.982,109,-0.4,0,0,0.99,0.01,0,0.99997,-0.00073,0,0,0.015,0
2025,5,4,04:21.1,-1.98,111,-0.1,0,0,0.99,0,-0.01,0.99997,-0.00073,0,0,0.015,0
2025,5,4,04:21.1,-1.978,113,-0.1,0,0.1,1,0.01,0.01,0.99997,-0.00077,0,0,0.015,0
2025,5,4,04:21.1,-1.976,115,-0.2,0,0,0.98,0,0.01,0.99997,-0.00077,0,0,0.016,0
2025,5,4,04:21.1,-1.974,117,-0.2,0,0,0.97,0,0,0.99997,-0.00077,0,0,0.015,0
2025,5,4,04:21.1,-1.972,119,-0.3,0,0,1.01,0,0,0.99997,-0.00077,0,0,0.015,0
2025,5,4,04:21.1,-1.97,121,-0.2,0,0,0.99,0,0.03,0.99997,-0.00077,0,0,0.015,0
2025,5,4,04:21.1,-1.968,123,-0.4,0,0,1.01,-0.01,0,0.99997,-0.00077,0,0,0.015,0
2025,5,4,04:21.1,-1.966,125,-0.3,0,0,1.02,0,0,0.99997,-0.0008,0,0,0.016,0
2025,5,4,04:21.1,-1.964,127,-0.4,0.2,0,0.99,0,0.05,0.99997,-0.0008,0,0,0.015,0
2025,5,4,04:21.1,-1.962,129,-0.3,-0.1,0.1,1,0.01,0,0.99997,-0.0008,0,0,0.015,0
2025,5,4,04:21.1,-1.96,131,-0.4,0,0,1,0,-0.01,0.99997,-0.0008,0,0,0.015,0
2025,5,4,04:21.1,-1.958,133,-0.4,0,0,0.98,0,0.01,0.99997,-0.00083,0,0,0.015,0
2025,5,4,04:21.1,-1.956,135,-0.1,0.2,0.1,1,0,0.01,0.99997,-0.00083,0,0,0.015,0
2025,5,4,04:21.1,-1.954,137,-0.5,-0.1,0,0.99,0.01,0,0.99997,-0.00083,0,0,0.015,0
2025,5,4,04:21.1,-1.952,139,-0.4,0.2,0,0.98,0,0,0.99997,-0.00083,0,0,0.015,0
2025,5,4,04:21.1,-1.95,141,-0.3,0,0,0.99,0,0,0.99997,-0.00083,0,0,0.015,0
2025,5,4,04:21.1,-1.948,143,-0.2,0,0,0.98,0,0,0.99997,-0.00083,0,0,0.015,0
2025,5,4,04:21.1,-1.946,145,-0.1,0,0,0.97,-0.01,0.02,0.99997,-0.00087,0,0,0.015,0
2025,5,4,04:21.1,-1.944,147,-0.2,0.2,0.1,0.99,0,0.01,0.99997,-0.00087,0,0,0.015,0
2025,5,4,04:21.1,-1.942,149,-0.2,-0.1,0,1,0,0,0.99997,-0.00087,0,0,0.015,0
2025,5,4,04:21.1,-1.94,151,-0.2,0,0,1,0,0,0.99997,-0.00087,0,0,0.015,0
2025,5,4,04:21.1,-1.938,153,-0.2,0.1,0.2,0.99,0,0.02,0.99997,-0.00087,0,0,0.015,0
2025,5,4,04:21.1,-1.936,155,0,-0.1,0.1,1,0.01,0,0.99997,-0.00087,0,0,0.015,0
2025,5,4,04:21.1,-1.934,157,-0.1,0,0,0.99,0.01,0,0.99997,-0.00087,0,0,0.015,0
2025,5,4,04:21.1,-1.932,159,-0.1,0.1,0.1,0.99,0,0.02,0.99997,-0.00087,0,0,0.015,0
2025,5,4,04:21.1,-1.93,161,0,0,-0.1,0.99,-0.01,0.01,0.99997,-0.00087,0,0,0.015,0
2025,5,4,04:21.1,-1.928,163,-0.1,0,-0.1,0.99,0,0,0.99997,-0.00087,0,0,0.015,0
2025,5,4,04:21.1,-1.926,165,0,0.2,0,0.99,0,0.01,0.99997,-0.00087,0,0,0.015,0
2025,5,4,04:21.1,-1.924,167,0,0,0,1,0,0,0.99997,-0.00087,0,0,0.015,0
2025,5,4,04:21.1,-1.922,169,-0.2,0,0,1.01,0,0,0.99997,-0.0009,0,0,0.015,0
2025,5,4,04:21.2,-1.92,171,0,-0.1,0,0.99,0.01,0,0.99997,-0.0009,0,0,0.015,0
2025,5,4,04:21.2,-1.918,173,-0.2,0.1,0,1,0,0.02,0.99997,-0.0009,0,0,0.015,0
2025,5,4,04:21.2,-1.916,175,0.2,0,0,0.99,0,0,0.99997,-0.0009,0,0,0.015,0
2025,5,4,04:21.2,-1.914,177,0,0,0.1,0.99,0,0.01,0.99997,-0.0009,0,0,0.015,0
2025,5,4,04:21.2,-1.912,179,-0.3,-0.1,0.1,0.99,0,0.01,0.99997,-0.0009,0,0,0.015,0
2025,5,4,04:21.2,-1.91,181,-0.2,0,-0.1,0.99,0,0.01,0.99997,-0.0009,0,0,0.015,0
2025,5,4,04:21.2,-1.908,183,-0.4,0,-0.1,0.99,0,0,0.99997,-0.0009,0,0,0.016,0
2025,5,4,04:21.2,-1.906,185,-0.1,0,0,1,-0.01,0.01,0.99997,-0.0009,0,0,0.015,0
2025,5,4,04:21.2,-1.904,187,-0.5,0,0,1,-0.01,0.01,0.99997,-0.0009,0,0,0.015,0
2025,5,4,04:21.2,-1.902,189,-0.1,0.1,0,1,0,0,0.99997,-0.00093,0,0,0.015,0
2025,5,4,04:21.2,-1.9,191,-0.3,0,0,1,0,-0.01,0.99997,-0.00093,0,0,0.015,0
2025,5,4,04:21.2,-1.898,193,0,0.2,0,1,0,0.03,0.99997,-0.00093,0,0,0.015,0
2025,5,4,04:21.2,-1.896,195,-0.3,0,0,0.98,0,0.02,0.99997,-0.00093,0,0,0.015,0
2025,5,4,04:21.2,-1.894,197,-0.2,0,0.1,0.98,0,0,0.99997,-0.00093,0,0,0.015,0
2025,5,4,04:21.2,-1.892,199,-0.4,0,0.1,1,0,0.01,0.99997,-0.00093,0,0,0.015,0
2025,5,4,04:21.2,-1.89,201,-0.3,0,-0.1,1,0,0.01,0.99997,-0.00097,0,0,0.016,0
2025,5,4,04:21.2,-1.888,203,-0.4,0,0,0.99,0,0,0.99997,-0.00097,0,0,0.015,0
2025,5,4,04:21.2,-1.886,205,-0.3,0,-0.1,1,0,0.01,0.99997,-0.00097,0,0,0.015,0
2025,5,4,04:21.2,-1.884,207,-0.4,0.1,-0.1,1.01,0,0.01,0.99997,-0.00097,0,0,0.015,0
2025,5,4,04:21.2,-1.882,209,-0.3,0,0,0.98,0,0,0.99997,-0.00097,0,0,0.015,0
2025,5,4,04:21.2,-1.88,211,-0.4,0,0,0.98,0,0,0.99997,-0.001,0,0,0.015,0
2025,5,4,04:21.2,-1.878,213,-0.4,0,-0.1,1,0,0.02,0.99997,-0.001,0,0,0.015,0
2025,5,4,04:21.2,-1.876,215,-0.4,0,0.1,0.99,0,0,0.99997,-0.001,0,0,0.015,0
2025,5,4,04:21.2,-1.874,217,-0.2,0,0.1,0.99,0,0.01,0.99997,-0.001,0,0,0.015,0
2025,5,4,04:21.2,-1.872,219,-0.2,0,0,0.99,0,0.02,0.99997,-0.001,0,0,0.015,0
2025,5,4,04:21.2,-1.87,221,-0.3,0,0.1,1,0,0,0.99997,-0.00103,0,0,0.015,0
2025,5,4,04:21.2,-1.868,223,-0.2,0,0,1,0,0,0.99997,-0.00103,0,0,0.015,0
2025,5,4,04:21.2,-1.866,225,-0.2,0,0,1,0,0.02,0.99997,-0.00103,0,0,0.016,0
2025,5,4,04:21.2,-1.864,227,-0.2,0,0,1,0.01,0.01,0.99997,-0.00103,0,0,0.015,0
2025,5,4,04:21.2,-1.862,229,-0.2,0,0,1,0,0,0.99997,-0.00103,0,0,0.015,0
2025,5,4,04:21.2,-1.86,231,-0.4,0,0,1.01,0.01,0,0.99997,-0.00103,0,0,0.015,0
2025,5,4,04:21.2,-1.858,233,-0.5,0,-0.2,0.99,0,0,0.99997,-0.00107,0,0,0.015,0
2025,5,4,04:21.2,-1.856,235,-0.2,0,0,1,0.01,0,0.99997,-0.00107,0,0,0.015,0
2025,5,4,04:21.2,-1.854,237,-0.3,0,0,0.99,-0.01,0.02,0.99997,-0.00107,0,0,0.015,0
2025,5,4,04:21.2,-1.852,239,-0.5,-0.1,0.1,1,0,0.02,0.99997,-0.00107,0,0,0.015,0
2025,5,4,04:21.2,-1.85,241,-0.2,-0.1,0,0.98,0,0,0.99997,-0.00107,0,0,0.015,0
2025,5,4,04:21.2,-1.848,243,-0.3,0,-0.1,0.99,0,0,0.99997,-0.0011,0,0,0.016,0
2025,5,4,04:21.2,-1.846,245,-0.2,0,0,1,0,0.02,0.99997,-0.0011,0,0,0.015,0
2025,5,4,04:21.2,-1.844,247,-0.3,0,0,0.98,0.01,0,0.99997,-0.0011,0,0,0.015,0
2025,5,4,04:21.2,-1.842,249,-0.3,-0.1,0,1.01,0.01,0,0.99997,-0.0011,0,0,0.015,0
2025,5,4,04:21.2,-1.84,1,-0.5,0,0,1.02,0.01,0.02,0.99997,-0.0011,0,0,0.015,0
2025,5,4,04:21.2,-1.838,3,-0.2,0,0.1,0.98,0,0.02,0.99997,-0.00113,0,0,0.016,0
2025,5,4,04:21.2,-1.836,5,-0.3,0.1,0.1,0.99,0,-0.01,0.99997,-0.00113,0,0,0.015,0
2025,5,4,04:21.2,-1.834,7,0,0,0,0.99,0,0.01,0.99997,-0.00113,0,0,0.015,0
2025,5,4,04:21.2,-1.832,9,-0.4,0,0,0.99,0.01,0.03,0.99997,-0.00113,0,0,0.015,0
2025,5,4,04:21.2,-1.83,11,-0.2,-0.1,0,1,0,-0.01,0.99997,-0.00113,0,0,0.015,0
2025,5,4,04:21.2,-1.828,13,-0.4,0,0,0.99,0.01,-0.01,0.99997,-0.00113,0,0,0.015,0
2025,5,4,04:21.2,-1.826,15,-0.2,0,0,1,0,0.03,0.99997,-0.00117,0,0,0.015,0
2025,5,4,04:21.2,-1.824,17,-0.2,0,0,0.99,0,0,0.99997,-0.00117,0,0,0.015,0
2025,5,4,04:21.2,-1.822,19,-0.1,0,0,1,0.01,0,0.99997,-0.00117,0,0,0.015,0
2025,5,4,04:21.3,-1.82,21,-0.2,0,0,0.99,0,0.03,0.99997,-0.00117,0,0,0.015,0
2025,5,4,04:21.3,-1.818,23,0,0,0,1.01,0,0.02,0.99997,-0.00117,0,0,0.015,0
2025,5,4,04:21.3,-1.816,25,-0.1,-0.1,0,0.98,0,-0.02,0.99997,-0.00117,0,0,0.015,0
2025,5,4,04:21.3,-1.814,27,0,0,0,0.98,0,0.01,0.99997,-0.00117,0,0,0.015,0
2025,5,4,04:21.3,-1.812,29,0,0,0,0.98,0,0.02,0.99997,-0.00117,0,0,0.015,0
2025,5,4,04:21.3,-1.81,31,0,0,-0.1,1.01,0.01,-0.01,0.99997,-0.00117,0,0,0.015,0
2025,5,4,04:21.3,-1.808,33,0,-0.1,0,1,0,0.02,0.99997,-0.00117,0,0,0.015,0
2025,5,4,04:21.3,-1.806,35,-0.2,0,0,1,0.01,0,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.804,37,-0.2,-0.1,0.1,0.98,0,-0.03,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.802,39,0,0,0,1,0,0.01,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.8,41,-0.1,-0.1,0,0.99,0,0.03,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.798,43,-0.1,-0.1,0,1,0.02,0,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.796,45,-0.2,0,0,1,0,0,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.794,47,0,-0.1,-0.1,0.99,0,0,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.792,49,-0.2,-0.1,0,1,0,0,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.79,51,0.1,-0.1,0.1,1,0,0,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.788,53,0,0,-0.1,0.99,0,0.03,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.786,55,0,-0.1,0,0.98,0,-0.01,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.784,57,-0.2,0,0.1,1,0.02,-0.01,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.782,59,0.2,0,0,1,0,0.01,1,0,0,0,0.016,0
2025,5,4,04:21.3,-1.78,61,0,0,0.1,1.01,0.01,0.01,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.778,63,0,0,0,1.01,0,0.02,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.776,65,-0.4,-0.1,0,1.01,0,0.01,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.774,67,0.1,-0.1,0.1,0.99,0,0,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.772,69,0,0,0.1,0.99,0.01,-0.01,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.77,71,0.2,0,0,0.99,0,0,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.768,73,-0.1,0,0,0.98,0,0.03,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.766,75,0.2,0,0,1.02,0,0.04,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.764,77,-0.2,0,0,1,0.01,-0.01,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.762,79,0,0,0,0.99,0,0,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.76,81,-0.2,0,0,0.99,0.02,0.02,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.758,83,0,0,-0.1,1.01,0,0,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.756,85,0,-0.1,0.1,0.98,0.01,0,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.754,87,0,0,0.1,1,0,0,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.752,89,-0.1,0,0,0.98,0,-0.01,1,0,0,0,0.015,0
2025,5,4,04:21.3,-1.75,91,-0.1,0,0,0.99,0,-0.01,1,-0.00003,0,0,0.015,0
2025,5,4,04:21.3,-1.748,93,0,0,0.1,1,0,0.02,1,-0.00003,0,0,0.015,0
2025,5,4,04:21.3,-1.746,95,-0.2,-0.1,0,1,0,0.03,1,-0.00003,0,0,0.015,0
2025,5,4,04:21.3,-1.744,97,-0.4,-0.1,0,1,0.02,-0.01,1,-0.00003,-0.00003,0,0.015,0
2025,5,4,04:21.3,-1.742,99,-0.2,0,0,0.99,-0.02,0.01,1,-0.00003,-0.00003,0,0.015,0
2025,5,4,04:21.3,-1.74,101,0,-0.1,0,1,0.01,0.02,1,-0.00003,-0.00003,0,0.015,0
2025,5,4,04:21.3,-1.738,103,-0.1,0,0,0.98,0,-0.02,1,-0.00003,-0.00003,0,0.015,0
2025,5,4,04:21.3,-1.736,105,-0.3,0,0.2,1,0.02,-0.01,1,-0.00003,-0.00003,0,0.015,0
2025,5,4,04:21.3,-1.734,107,-0.3,0,0.1,1,0,0.02,1,-0.00003,-0.00003,0,0.015,0
2025,5,4,04:21.3,-1.732,109,-0.1,0,0,1,0.01,0,1,-0.00007,-0.00003,0,0.015,0
2025,5,4,04:21.3,-1.73,111,-0.3,0,0.1,0.99,0,-0.01,1,-0.00007,-0.00003,0,0.015,0
2025,5,4,04:21.3,-1.728,113,-0.2,0,0.1,0.99,0,0.02,1,-0.00007,-0.00003,0,0.015,0
2025,5,4,04:21.3,-1.726,115,-0.5,0,0,1,0.01,0,1,-0.00007,-0.00003,0,0.015,0
2025,5,4,04:21.3,-1.724,117,-0.2,0,0,1,0.01,0,1,-0.00007,-0.00003,0,0.015,0
2025,5,4,04:21.3,-1.722,119,-0.2,0.1,0,1.01,0.01,0,1,-0.00007,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.72,121,-0.4,0,0,0.99,0,0,1,-0.0001,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.718,123,-0.2,0,-0.1,1,0.01,0.02,1,-0.0001,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.716,125,-0.4,0,0,0.97,-0.01,0.02,1,-0.0001,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.714,127,-0.4,0,0,0.99,0.02,0.01,1,-0.0001,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.712,129,-0.2,0,0,1,-0.01,0,1,-0.0001,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.71,131,-0.3,0,0,0.99,0.02,0,1,-0.00013,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.708,133,-0.4,0,0.1,1.01,0.01,0,1,-0.00013,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.706,135,-0.4,0,0,1,0,0.02,1,-0.00013,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.704,137,-0.3,0,0,0.98,0,0,1,-0.00013,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.702,139,-0.4,0,0,1,0,-0.01,1,-0.00017,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.7,141,-0.4,0,0,1.01,0,0,1,-0.00017,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.698,143,-0.5,0,0,0.99,0,0,1,-0.00017,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.696,145,-0.6,0,0.1,0.99,0,0,1,-0.00017,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.694,147,-0.5,0,0.1,0.99,0,0.02,1,-0.0002,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.692,149,-0.7,0,0,0.99,-0.01,0.02,1,-0.0002,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.69,151,-0.5,0,0,0.99,0,0,1,-0.0002,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.688,153,-0.7,0,0,0.99,0,0,1,-0.00023,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.686,155,-0.4,0,0,1,0.01,0.01,1,-0.00023,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.684,157,-0.5,0,0.2,0.99,0,0,1,-0.00023,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.682,159,-0.6,0,0,1,0,0,1,-0.00027,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.68,161,-0.7,0,-0.1,1.01,0,0.01,1,-0.00027,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.678,163,-0.7,0,0.1,0.99,0,0.01,1,-0.00027,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.676,165,-0.7,0,0,1.01,0,-0.01,1,-0.0003,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.674,167,-0.4,0.1,0,0.99,0,0.02,1,-0.0003,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.672,169,-0.7,0,0,0.99,0,0.01,1,-0.0003,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.67,171,-0.3,0,0.1,0.98,0,-0.01,1,-0.00033,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.668,173,-0.4,0.1,0,1.01,0,0.02,1,-0.00033,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.666,175,-0.2,0,0,1.02,0,0,1,-0.00033,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.664,177,-0.3,0,-0.1,0.99,0,0,1,-0.00033,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.662,179,-0.4,0,-0.1,0.99,0.01,0,1,-0.00037,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.66,181,-0.2,0,0,1,0.01,0.04,1,-0.00037,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.658,183,-0.4,0,0.1,1.01,0.01,0,1,-0.00037,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.656,185,-0.2,0,0,0.99,0.01,0,1,-0.00037,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.654,187,-0.2,0,0.2,0.99,0,0,1,-0.00037,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.652,189,-0.1,0,0.1,1,0,0,1,-0.00037,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.65,191,-0.1,0.1,0,0.98,0,0,1,-0.00037,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.648,193,-0.2,-0.1,0,0.99,0.01,0,1,-0.00037,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.646,195,-0.1,0,0.2,1.01,0,0.01,1,-0.00037,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.644,197,-0.2,0,0,0.99,0.01,0,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.642,199,0,0,0.1,0.99,0,0,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.64,201,0,0,0,0.98,-0.01,0.02,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.638,203,-0.2,0,-0.1,0.98,0,0.01,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.636,205,0,0,0.1,1,-0.01,0,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.634,207,-0.2,0,0,1,0,0.02,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.632,209,-0.2,0,0,0.98,0,0,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.63,211,0,-0.1,0.1,0.99,0.01,-0.02,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.628,213,0.1,0,0.3,0.99,0,0.03,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.626,215,0,0,-0.2,1,0,0.03,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.624,217,-0.1,0.1,-0.1,1,0,-0.02,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.4,-1.622,219,0.1,-0.1,0.1,1,0.01,0.01,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.62,221,-0.1,0.1,-0.2,0.99,0,0.02,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.618,223,0,0,-0.1,0.99,0,-0.01,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.616,225,0,0,0,0.99,0,0,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.614,227,0,0,0,0.99,0,0,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.612,229,0,0,-0.1,0.98,0,0,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.61,231,0.2,-0.1,0.1,1.01,0.01,0,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.608,233,0,0,0,1,0,0.03,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.606,235,0,0,0,0.98,0,0,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.604,237,0.1,0,0.1,0.98,0,-0.02,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.602,239,-0.1,0,-0.1,1,0,0,1,-0.0004,-0.00003,0,0.016,0
2025,5,4,04:21.5,-1.6,241,0,0,-0.2,1,-0.01,0.03,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.598,243,-0.3,0.2,0,0.99,0.01,0,1,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.596,245,-0.3,-0.1,0,1,0,0,0.99997,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.594,247,-0.4,0,0,0.99,0.01,0,0.99997,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.592,249,-0.2,0,0,0.99,0,0,0.99997,-0.0004,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.59,1,-0.6,0.1,0,1,0,0,0.99997,-0.00043,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.588,3,-0.6,0,0.1,0.99,0,0,0.99997,-0.00043,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.586,5,-0.4,0.1,0.1,0.99,0,0,0.99997,-0.00043,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.584,7,-0.5,0,0,1,0,0,0.99997,-0.00047,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.582,9,-0.6,0,0,0.99,0.01,0,0.99997,-0.00047,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.58,11,-0.5,0,0,1,0,0,0.99997,-0.00047,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.578,13,-0.8,0,0,1,0,0.02,0.99997,-0.0005,-0.00003,0,0.015,0
2025,5,4,04:21.5,-1.576,15,-0.4,0.1,0,0.99,0,0,0.99997,-0.0005,-0.00003,0,0.015,0
