timestamp_ms,rtd_top,rtd_middle,rtd_bottom,bottle_pressure,tank_pressure,o2_pressure,rocket_weight,rocket_weight_tare,vent_temp,n2o_temp
789500,5356.11,-250.21,-244.64,41.48,40.49,6.96,31.54,2.16,38.96,17.63
789600,5345.71,-246.01,-245.72,41.2,40.51,6.75,31.27,1.88,38.3,17.87
789700,5356.11,-248.42,-245.01,41.26,40.51,7.08,31.47,2.08,38.88,17.39
789800,5348.63,-245.55,-245.47,41.4,40.55,6.98,31.48,2.1,40.81,16.84
789900,5345.3,-244.93,-246.22,41.14,40.45,7.16,31.49,2.1,40.54,17.39
790000,5352.79,-246.68,-245.18,41.16,40.43,6.69,31.63,2.24,37.95,17.47
790100,5347.79,-248.26,-245.35,41.26,40.39,7.08,31.43,2.04,41.78,17
790200,5346.96,-245.89,-245.68,41.38,40.67,6.73,31.62,2.24,42.51,16.84
790300,5349.04,-245.39,-245.93,41.1,40.33,7.32,31.53,2.14,32.24,17.39
790400,5356.11,-246.64,-245.43,41.34,40.45,6.93,31.64,2.26,41.78,17.31
790500,5351.54,-248.38,-245.26,41.16,40.53,6.91,31.62,2.23,36.01,17.35
790600,5354.45,-248.26,-245.3,41.2,40.41,6.81,31.38,1.99,41.39,17.51
790700,5361.94,-249.26,-244.93,41.34,40.57,6.73,31.6,2.22,33.96,17.16
790800,5354.87,-247.05,-245.55,41.52,40.57,6.59,31.75,2.37,31,17.08
790900,5350.29,-246.3,-245.18,41.46,40.55,6.83,31.64,2.26,36.32,17.31
791000,5357.78,-248.3,-245.22,41.4,40.35,6.89,31.64,2.26,32.24,17.04
791100,5337.81,-245.26,-246.01,41.32,40.35,7.38,31.42,2.03,47.59,16.92
791200,5342.39,-246.26,-245.05,41.4,40.31,6.85,31.68,2.29,41.58,17.67
791300,5346.96,-247.43,-245.72,41.48,40.61,7.36,31.46,2.07,38.03,17.12
791400,5352.79,-247.76,-244.93,41.48,40.57,6.49,31.81,2.42,35.51,17.47
791500,5346.13,-244.89,-245.14,41.06,40.41,6.75,31.67,2.28,46.94,18.02
791600,5352.79,-249.71,-245.14,41.3,40.47,6.67,31.61,2.22,45.82,16.8
791700,5344.47,-245.89,-245.8,41.66,40.55,6.96,31.62,2.24,34.38,18.1
791800,5348.63,-248.67,-245.26,41.4,40.61,6.69,31.63,2.24,38.61,17.04
791900,5361.11,-248.71,-245.51,41.34,40.63,6.67,31.69,2.3,36.71,17.16
792000,5359.86,-248.55,-245.39,41.52,40.47,6.85,31.71,2.32,43.01,17.24
792100,5359.03,-247.47,-245.18,41.4,40.37,6.65,31.8,2.41,42.2,17.12
792200,5349.04,-246.43,-245.14,41.34,40.47,6.83,31.46,2.08,41.7,17.55
792300,5348.63,-247.13,-245.3,41.3,40.57,6.83,31.69,2.3,34.65,17.43
792400,5357.36,-248.51,-245.05,41.36,40.31,6.75,31.5,2.11,46.63,16.41
792500,5346.96,-247.47,-244.93,41.34,40.43,6.69,31.81,2.42,41.74,17.55
792600,5354.04,-247.51,-245.68,41.5,40.63,6.98,31.25,1.87,35.24,17.75
792700,5349.46,-246.84,-245.68,41.5,40.55,6.87,31.71,2.32,35.31,17.47
792800,5346.13,-248.96,-245.39,41.16,40.39,6.73,31.47,2.08,36.56,17.2
792900,5352.79,-245.47,-244.97,41.42,40.63,6.77,31.58,2.2,42.63,17.67
793000,5349.87,-247.88,-245.22,41.58,40.55,6.87,31.37,1.98,44.59,17.35
793100,5352.37,-248.34,-245.35,41.48,40.39,7.02,31.46,2.08,38.88,17.47
793200,5341.14,-247.8,-245.05,41.28,40.37,6.65,31.42,2.03,36.28,17.28
793300,5352.79,-248.55,-245.39,41.28,40.59,6.73,31.49,2.1,37.14,17.2
793400,5349.04,-248.05,-244.93,41.3,40.51,6.73,31.38,1.99,42.93,17.35
793500,5358.2,-247.34,-245.47,41.46,40.59,6.79,31.42,2.03,37.64,17
793600,5357.36,-246.8,-245.43,41.34,40.59,6.81,31.37,1.98,39.96,16.6
793700,5356.53,-248.96,-245.47,41.38,40.59,6.98,31.31,1.93,33.72,16.92
793800,5343.22,-247.51,-244.85,41.24,40.55,6.79,31.34,1.95,31.82,17.16
793900,5343.22,-246.55,-245.6,41.24,40.61,6.81,31.35,1.96,35.74,17.47
794000,5347.38,-247.22,-245.22,41.36,40.59,6.75,31.4,2.01,42.47,17.16
794100,5351.95,-246.26,-245.35,41.2,40.43,6.93,31.28,1.89,41.04,17.31
794200,5355.7,-246.68,-245.55,41.36,40.55,6.87,31.51,2.12,35.43,17.04
794300,5341.55,-246.93,-245.14,41.5,40.45,7.1,31.17,1.79,36.71,17.2
794400,5350.29,-248.38,-245.6,41.4,40.33,6.95,31.44,2.06,37.68,17.35
794500,5361.11,-245.18,-244.97,41.22,40.29,6.98,31.3,1.91,42.01,17.43
794600,5359.03,-246.8,-245.18,41.16,40.45,6.93,31.41,2.02,35.7,16.72
794700,5358.61,-246.84,-245.35,41.3,40.37,7.12,31.41,2.02,36.94,16.49
794800,5356.53,-246.76,-245.51,41.28,40.35,7.08,31.56,2.18,39.31,16.84
794900,5350.71,-247.51,-245.55,41.16,40.51,7.08,31.32,1.93,41.7,17
795000,5345.71,-248.42,-245.8,41.36,40.33,6.96,31.55,2.16,40.08,17.35
795100,5349.87,-247.38,-245.3,41.36,40.57,6.89,31.18,1.79,48.09,16.72
795200,5357.78,-246.8,-245.47,41.42,40.49,7.08,31.64,2.26,35.43,17.31
795300,5348.63,-247.72,-245.93,41.6,40.45,6.67,31.26,1.87,33.49,17.35
795400,5351.54,-246.68,-245.26,41.38,40.53,6.83,31.33,1.95,40.46,17.99
795500,5349.87,-247.59,-245.18,41.32,40.49,7,31.52,2.14,39.61,17.63
795600,5351.95,-247.3,-245.43,41.34,40.39,7,31.53,2.14,35.08,18.26
795700,5354.45,-247.43,-245.3,41.36,40.45,6.79,31.46,2.07,40.85,18.26
795800,5345.71,-247.92,-245.39,41.24,40.47,6.73,31.59,2.2,37.87,18.34
795900,5350.71,-248.76,-245.3,41.18,40.67,6.89,31.56,2.17,38.76,17.99
796000,5361.52,-246.34,-245.72,41.36,40.59,6.79,31.64,2.26,36.98,17.79
796100,5359.86,-247.55,-245.72,41.44,40.65,6.77,31.6,2.22,36.44,17.35
796200,5351.12,-248.59,-245.39,41.24,40.55,6.89,31.73,2.35,38.18,17.63
796300,5355.28,-247.34,-245.6,41.4,40.51,6.98,31.75,2.37,36.13,17.79
796400,5354.04,-248.63,-245.64,41.18,40.55,6.95,31.81,2.42,39.77,17.87
796500,5340.31,-248.22,-245.14,41.22,40.41,6.79,31.75,2.37,46.67,17.55
796600,5362.36,-247.67,-245.84,41.38,40.33,6.67,31.7,2.31,38.88,17.39
796700,5351.95,-247.67,-245.47,41.32,40.65,6.96,32.04,2.66,33.06,17.43
796800,5359.86,-246.76,-245.76,41.3,40.39,6.91,31.7,2.31,34.11,16.68
796900,5354.45,-247.67,-246.05,41.22,40.45,7.04,31.9,2.51,35.32,18.1
797000,5354.45,-248.09,-245.72,41.2,40.51,6.87,31.75,2.36,39.23,18.06
797100,5356.95,-246.8,-246.05,41.38,40.37,6.79,32.03,2.64,39.42,17.08
797200,5351.95,-247.8,-245.43,41.32,40.49,6.75,31.77,2.38,39.88,17.95
797300,5349.46,-248.59,-245.26,41.48,40.39,6.85,31.95,2.56,41.82,17.31
797400,5349.46,-247.97,-245.6,41.4,40.41,6.81,31.89,2.5,41.16,17.08
797500,5351.12,-247.26,-245.6,41.44,40.43,7,31.99,2.6,43.05,18.26
797600,5352.37,-247.67,-245.6,41.28,40.51,6.83,31.79,2.41,39.81,17.99
797700,5357.36,-247.97,-245.43,41.34,40.43,7.12,32.17,2.78,36.4,17.87
797800,5357.78,-246.97,-245.43,41.44,40.39,6.81,32,2.61,38.49,18.14
797900,5351.54,-247.67,-245.68,41.3,40.59,7.04,32.1,2.72,37.83,18.02
798000,5351.12,-248.8,-245.64,41.68,40.55,6.71,31.74,2.35,36.9,16.92
798100,5354.87,-247.84,-245.6,41.26,40.19,6.85,32.41,3.02,34.5,17.2
798200,5358.61,-248.38,-245.6,41.36,40.55,6.67,31.93,2.55,42.16,17.47
798300,5355.28,-247.67,-245.51,41.5,40.51,6.98,32.2,2.81,35.66,17.04
798400,5353.2,-246.3,-245.51,41.18,40.45,7.04,32.22,2.83,43.17,18.22
798500,5360.28,-249.01,-245.51,41.52,40.73,6.75,32.32,2.93,36.56,18.46
798600,5357.36,-248.84,-246.01,41.5,40.67,7.04,32.17,2.78,36.32,17.63
798700,5354.87,-247.67,-245.47,41.22,40.35,6.79,32.37,2.98,44.63,16.88
798800,5355.7,-247.13,-245.43,41.26,40.41,6.91,32.21,2.82,41.58,17.24
798900,5353.2,-248.05,-245.51,41.16,40.47,6.79,32.35,2.96,43.51,17.28
799000,5349.87,-247.55,-245.76,41.34,40.55,6.59,32.05,2.66,42.01,16.96
799100,5356.95,-246.97,-245.68,41.46,40.59,6.81,32.36,2.97,46.63,17.12
799200,5349.87,-247.43,-245.47,41.3,40.53,6.81,32.12,2.74,46.71,16.76
799300,5356.95,-246.64,-245.72,41.5,40.65,6.83,32.48,3.09,37.56,16.72
799400,5363.19,-247.97,-245.26,41.28,40.43,6.89,32.37,2.99,45.59,17.31
799500,5347.38,-248.22,-245.72,41.38,40.33,6.47,32.32,2.93,35.47,17.28
799600,5351.54,-247.59,-245.84,41.58,40.61,6.95,32.4,3.01,37.68,16.88
799700,5347.38,-248.17,-245.84,41.32,40.43,6.87,32.38,2.99,34.54,17.04
799800,5351.12,-247.18,-245.72,41.36,40.53,6.83,32.16,2.78,40.08,16.96
799900,5354.87,-247.51,-245.35,41.52,40.77,6.87,32.33,2.94,36.05,17.91
800000,5352.79,-247.13,-245.84,41.18,40.45,6.61,32.31,2.93,37.64,17.91
800100,5343.22,-247.26,-245.55,41.52,40.61,7,32.29,2.9,44.32,17.04
800200,5346.96,-247.72,-245.51,41.36,40.55,6.98,32.41,3.03,42.78,17.31
800300,5354.04,-248.51,-245.43,41.64,40.61,7.06,32.25,2.86,44.17,17.16
800400,5359.44,-247.8,-245.51,41.36,40.45,6.75,32.45,3.07,38.18,17.39
800500,5354.04,-246.76,-245.76,41.26,40.37,6.85,32.2,2.82,38.76,17.83
800600,5351.54,-248.26,-245.68,41.38,40.47,6.73,32.41,3.03,38.92,17.87
800700,5354.04,-248.01,-245.76,41.34,40.49,6.85,32.35,2.97,42.47,17.59
800800,5356.11,-247.3,-245.68,41.3,40.59,6.73,32.39,3.01,43.47,17.79
800900,5360.28,-247.01,-245.51,41.56,40.71,6.87,32.39,3.01,43.09,16.53
801000,5361.11,-247.18,-245.39,41.24,40.35,6.87,32.6,3.22,43.67,17.04
801100,5346.96,-247.38,-245.76,41.32,40.35,6.85,32.17,2.78,38.11,18.18
801200,5353.62,-247.72,-245.3,41.24,40.49,6.75,32.47,3.09,40.27,17.87
801300,5355.28,-248.3,-245.51,41.3,40.35,6.95,32.28,2.89,38.49,16.72
801400,5356.95,-247.72,-245.47,41.4,40.63,7.06,32.49,3.1,37.95,17.47
801500,5351.54,-247.72,-246.14,41.36,40.59,6.61,32.3,2.91,40.5,17.79
801600,5353.62,-246.72,-245.97,41.2,40.67,7.1,32.55,3.16,40.5,17.39
801700,5355.7,-247.76,-245.39,41.46,40.33,6.96,32.08,2.7,33.33,17.31
801800,5352.79,-247.88,-245.55,41.44,40.35,6.57,32.53,3.14,37.37,16.92
801900,5358.2,-247.97,-245.39,41.22,40.19,6.69,32.16,2.78,37.18,17.2
802000,5356.53,-248.38,-245.22,41.24,40.57,6.89,32.62,3.23,38.92,17.47
802100,5351.95,-247.47,-245.8,41.38,40.33,6.91,32.03,2.64,40.12,16.88
802200,5353.2,-246.97,-245.72,41.44,40.49,6.96,32.59,3.2,38.18,17.39
802300,5355.7,-247.55,-245.51,41.38,40.45,6.96,31.91,2.52,33.22,17.63
802400,5355.28,-246.59,-245.76,41.3,40.39,7.06,32.42,3.03,39.5,17.16
802500,5352.79,-248.17,-245.43,41.32,40.41,7,31.81,2.43,37.1,17.63
802600,5351.12,-247.88,-245.47,41.32,40.31,7.08,32.62,3.23,35.82,17.91
802700,5356.95,-247.13,-246.01,41.44,40.47,6.87,31.96,2.57,37.95,17.51
802800,5346.96,-246.93,-245.76,41.2,40.45,6.96,32.36,2.97,38.96,17.55
802900,5355.7,-247.67,-245.72,41.2,40.51,6.85,31.92,2.53,37.21,17.35
803000,5352.37,-248.13,-245.51,41.38,40.55,6.96,32.4,3.01,39.03,17.2
803100,5352.37,-247.55,-245.6,41.52,40.47,6.77,31.93,2.54,38.41,16.8
803200,5352.79,-248.05,-245.89,41.56,40.29,6.79,32.37,2.98,37.14,17.43
803300,5353.2,-247.59,-245.8,41.52,40.39,6.55,32.06,2.68,39,17.87
803400,5355.7,-248.13,-245.35,41.66,40.29,6.53,32.45,3.06,40.35,17.47
803500,5355.28,-247.38,-245.22,41.3,40.73,7.16,32.03,2.64,42.86,17.95
803600,5350.29,-246.93,-245.47,41.36,40.37,6.77,32.37,2.98,36.98,17.63
803700,5353.2,-247.47,-245.51,41.52,40.37,7.04,31.87,2.49,36.17,18.1
803800,5351.54,-246.8,-245.3,41.62,40.13,6.65,32.6,3.22,41.04,17.99
803900,5354.87,-248.3,-245.72,41.62,40.27,6.69,32.18,2.79,38.76,18.18
804000,5351.95,-246.88,-245.1,41.7,40.31,6.81,32.56,3.17,36.48,18.26
804100,5350.29,-247.3,-245.22,41.24,40.57,7.04,31.96,2.57,34.27,17.08
804200,5349.87,-246.55,-245.84,41.36,40.59,6.77,32.35,2.96,37.91,17.55
804300,5357.36,-246.59,-246.05,41.22,40.37,6.91,32,2.61,40.23,17.39
804400,5349.87,-248.3,-245.51,41.18,40.61,7.06,31.91,2.52,32.91,17.59
804500,5352.37,-247.18,-245.76,41.42,40.43,6.67,31.85,2.46,36.01,17.28
804600,5351.54,-247.47,-245.55,41.6,40.29,6.65,32.1,2.71,37.41,17.67
804700,5353.62,-247.59,-245.51,41.28,40.29,6.53,31.97,2.58,42.28,17.55
804800,5346.55,-247.34,-245.51,41.3,40.63,6.77,32.14,2.75,35.12,17.79
804900,5354.04,-247.26,-245.18,41.42,40.53,7.18,32.08,2.7,34.54,17.91
805000,5356.53,-248.22,-245.97,41.38,40.45,7.26,31.91,2.53,37.37,18.14
805100,5356.11,-247.26,-244.89,41.24,40.43,6.53,32.12,2.73,34.34,16.6
805200,5352.37,-247.43,-245.51,41.48,40.35,6.93,32.08,2.7,35.86,17.24
805300,5348.21,-247.8,-245.26,41.36,40.65,6.85,31.97,2.58,36.56,17.99
805400,5346.55,-246.88,-245.39,41.38,40.49,6.91,31.78,2.39,35.28,17.39
805500,5342.8,-246.97,-245.14,41.24,40.35,6.47,32.22,2.83,40.85,17.24
805600,5354.04,-247.47,-245.51,41.22,40.63,7.06,31.78,2.39,38.38,17.39
805700,5353.62,-246.76,-245.72,41.26,40.41,6.71,31.87,2.49,45.71,17.08
805800,5349.87,-246.76,-245.55,41.56,40.45,6.73,31.86,2.47,42.24,17.31
805900,5346.96,-247.97,-246.01,41.3,40.69,7.02,32.14,2.76,41.47,17.16
806000,5349.87,-246.88,-245.55,41.32,40.39,6.71,31.63,2.24,39.03,17.47
806100,5351.12,-247.38,-245.76,41.66,40.49,7.02,32.11,2.72,37.83,17.08
806200,5350.29,-249.34,-245.84,41.3,40.51,7,31.79,2.4,32.17,17.28
806300,5353.62,-248.63,-245.6,41.64,40.49,7.04,32.15,2.76,42.9,17.83
806400,5347.79,-248.34,-245.35,41.28,40.41,6.81,31.81,2.42,37.95,17.24
806500,5351.95,-246.3,-245.47,41.52,40.37,6.98,32.32,2.93,34.38,17.24
806600,5358.2,-246.97,-245.14,41.44,40.55,7.1,31.62,2.24,39.65,17.91
806700,5353.2,-246.22,-245.8,41.3,40.41,6.81,32.1,2.71,34.69,16.88
806800,5351.95,-247.09,-245.6,41.3,40.57,7.14,31.71,2.32,43.71,17.12
806900,5350.29,-247.97,-245.14,41.34,40.65,6.49,31.81,2.43,47.86,17.35
807000,5354.04,-247.88,-245.43,41.18,40.57,6.63,31.71,2.33,31,16.96
807100,5352.37,-246.26,-245.35,41.64,40.41,6.87,32.18,2.79,32.01,17.71
807200,5351.95,-246.59,-245.1,41.5,40.59,6.79,31.81,2.42,30.88,17.99
807300,5351.95,-248.88,-245.43,41.78,40.45,6.77,31.98,2.59,40.66,17.35
807400,5356.53,-247.3,-246.26,41.38,40.43,6.91,31.83,2.45,34.97,17.31
807500,5349.87,-245.72,-245.8,41.3,40.39,7.08,32.08,2.7,39.96,17.31
807600,5346.13,-247.59,-245.14,41.18,40.37,6.75,31.78,2.39,37.18,17.87
807700,5352.37,-249.26,-245.51,41.42,40.53,6.69,31.89,2.51,44.67,17.08
807800,5352.79,-247.18,-245.47,41.42,40.11,6.83,31.67,2.28,41.43,17.24
807900,5351.95,-247.09,-245.26,41.36,40.49,6.63,31.91,2.53,40.04,16.8
808000,5353.62,-246.88,-245.97,41.22,40.49,6.77,31.92,2.53,39.54,16.37
808100,5355.28,-249.21,-245.47,41.18,40.43,6.63,31.87,2.48,44.32,16.45
808200,5358.61,-245.68,-245.35,41.26,40.35,6.89,32.06,2.68,36.25,16.57
808300,5346.96,-247.05,-245.22,41.2,40.45,6.93,32.25,2.86,35,16.96
808400,5344.05,-246.88,-245.22,41.3,40.51,7.2,32.04,2.65,40.08,18.1
808500,5345.3,-248.26,-245.43,41.28,40.75,6.81,32.11,2.72,39.34,17.99
808600,5351.95,-247.76,-245.68,41.26,40.69,6.89,32.04,2.65,33.96,18.42
808700,5344.47,-247.26,-246.05,41.36,40.73,7.06,31.91,2.52,38.76,17.99
808800,5350.71,-248.42,-245.01,41.46,40.55,6.87,32.09,2.7,37.21,17.16
808900,5361.52,-248.59,-245.05,41.26,40.29,7.28,32.17,2.78,40.93,17.2
809000,5357.78,-246.88,-245.05,41.24,40.43,6.61,31.84,2.45,40.73,16.72
809100,5356.11,-247.88,-245.35,41.1,40.41,6.75,31.99,2.6,34.46,17.28
809200,5359.44,-247.8,-245.35,41.24,40.69,6.91,32.14,2.76,38.38,17.39
809300,5354.04,-247.38,-245.43,41.38,40.49,6.81,32.18,2.79,37.68,17.71
809400,5355.7,-247.43,-245.39,41.5,40.49,6.89,32.1,2.71,35.55,18.06
809500,5351.54,-249.34,-245.1,41.44,40.33,6.73,32.04,2.66,38.65,18.26
809600,5350.29,-247.09,-245.39,41.34,40.77,7.26,31.99,2.6,32.71,17.12
809700,5350.71,-245.55,-245.8,41.32,40.53,6.69,32.16,2.77,33.49,17.08
809800,5354.04,-246.34,-246.01,41.3,40.69,6.89,32.12,2.73,37.41,17.79
809900,5351.54,-248.47,-245.8,41.62,40.17,6.65,31.95,2.57,38.8,17.39
810000,5346.96,-246.39,-245.39,41.56,40.53,6.81,32.33,2.94,44.55,16.64
810100,5354.87,-246.76,-245.01,41.36,40.47,6.81,32.14,2.76,50.01,16.92
810200,5350.29,-245.97,-245.76,41.38,40.39,6.71,32.37,2.99,41.24,17.04
810300,5351.54,-248.51,-245.39,41.56,40.49,6.77,31.87,2.49,27.96,17.43
810400,5353.62,-247.01,-245.6,41.4,40.35,7.06,32.16,2.77,36.21,17.51
810500,5349.04,-248.26,-245.76,41.62,40.43,7.24,31.85,2.47,35.74,16.88
810600,5356.95,-247.63,-245.14,41.58,40.47,6.91,32.16,2.77,38.11,17.28
810700,5351.54,-248.63,-245.26,41.62,40.23,7.12,31.99,2.6,35.66,16.92
810800,5345.3,-246.09,-246.09,41.16,40.65,6.71,32.49,3.1,36.98,17.2
810900,5355.7,-247.3,-245.26,41.34,40.45,6.73,32.31,2.93,42.39,17.83
811000,5350.71,-249.05,-246.09,41.12,40.45,6.98,32.33,2.94,41.16,18.06
811100,5354.04,-246.97,-246.01,41.46,40.61,6.65,32.12,2.74,40.54,16.92
811200,5346.13,-246.76,-245.47,41.56,40.45,6.81,32.6,3.21,37.91,17.67
811300,5353.62,-247.63,-245.51,41.28,40.45,6.93,32.31,2.93,35.55,17.59
811400,5361.11,-247.88,-246.34,41.22,40.69,6.73,32.36,2.97,39.19,17.75
811500,5360.69,-247.76,-245.6,41.46,40.37,7,32.33,2.95,35.78,17.12
811600,5345.3,-248.26,-245.39,41.54,40.41,7.08,32.38,2.99,41.2,17.35
811700,5350.71,-248.47,-245.26,41.64,40.47,7,31.93,2.55,37.18,17.39
811800,5349.46,-248.26,-246.05,41.46,40.43,7.08,32.42,3.03,36.52,17.12
811900,5356.11,-247.55,-246.34,41.22,40.49,7.08,32.31,2.92,39.69,16.96
812000,5353.62,-247.05,-245.22,41.14,40.83,6.89,32.29,2.91,39.15,17.2
812100,5359.44,-247.97,-245.55,41.24,40.57,6.77,32.12,2.74,33.45,17.16
812200,5353.62,-247.72,-245.51,41.16,40.41,6.75,32.53,3.14,38.42,17.39
812300,5351.54,-247.76,-245.1,41.28,40.57,6.73,32.19,2.8,42.63,17.16
812400,5353.62,-247.67,-245.47,41.52,40.45,6.93,32.41,3.03,30.57,16.8
812500,5351.54,-246.55,-246.05,41.68,40.23,7,32.27,2.88,39.46,17.47
812600,5356.11,-247.63,-245.68,41.2,40.53,6.71,32.51,3.13,37.99,17.28
812700,5354.87,-245.72,-246.09,41.36,40.37,6.98,32.26,2.87,37.83,16.92
812800,5351.95,-248.38,-245.35,41.36,40.55,6.96,32.46,3.07,44.98,17.71
812900,5356.11,-246.64,-245.05,41.32,40.53,7.06,32.18,2.79,46.98,16.72
813000,5364.44,-246.51,-245.72,41.28,40.87,6.65,32.29,2.91,43.32,16.92
813100,5351.95,-247.63,-246.05,41.28,40.77,6.59,32.2,2.81,35.28,17.51
813200,5356.11,-247.8,-245.8,41.34,40.49,6.89,32.51,3.12,38.22,17.67
813300,5351.54,-246.88,-245.3,41.32,40.55,7.02,31.99,2.6,41.31,17.35
813400,5358.2,-246.51,-245.72,41.54,40.61,6.69,32.53,3.14,37.68,17.08
813500,5355.7,-246.34,-245.3,41.28,40.51,7.14,32.12,2.74,44.01,17.12
813600,5351.95,-248.22,-245.68,41.64,40.31,6.69,32.79,3.4,38.07,17.55
813700,5347.38,-246.47,-244.93,41.18,40.51,6.89,32.3,2.91,37.25,17.39
813800,5352.79,-247.22,-245.3,41.28,40.39,7,32.75,3.36,37.29,17.51
813900,5353.2,-248.26,-245.93,41.52,40.51,6.87,32.21,2.82,37.87,17.04
814000,5365.27,-249.05,-245.6,41.4,40.63,6.89,32.45,3.06,44.51,17.08
814100,5354.04,-246.76,-245.6,41.2,40.57,6.65,32.08,2.7,38.26,17.2
814200,5347.38,-247.84,-245.05,41.08,40.41,6.73,32.71,3.32,40.16,17.47
814300,5354.04,-246.51,-245.8,41.28,40.47,6.79,32.25,2.86,33.92,18.02
814400,5356.95,-247.05,-245.3,41.3,40.49,7,32.59,3.2,41.97,18.02
814500,5353.62,-247.59,-245.18,41.24,40.67,7.04,32.07,2.68,43.28,17.24
814600,5370.68,-248.51,-245.89,41.54,40.67,6.96,32.6,3.21,40,17.04
814700,5347.38,-246.97,-245.84,41.42,40.53,7.04,32.42,3.03,39.73,17.24
814800,5351.54,-247.18,-245.26,41.4,40.57,7.24,32.72,3.34,44.4,17.47
814900,5349.87,-247.92,-245.22,41.32,40.41,6.79,32.4,3.01,37.14,17.39
815000,5349.04,-248.13,-245.43,41.32,40.41,6.85,32.58,3.19,34.5,17.2
815100,5357.36,-248.26,-245.8,41.42,40.73,6.93,32.35,2.97,43.82,17.24
815200,5347.79,-247.72,-245.39,41.46,40.45,6.77,32.88,3.49,45.25,17.79
815300,5349.87,-248.01,-244.89,41.6,40.59,6.91,32.47,3.08,43.05,17.47
815400,5353.2,-247.05,-245.76,41.34,40.57,6.57,32.62,3.24,45.32,17.51
815500,5358.2,-248.3,-245.26,41.56,40.53,6.91,32.4,3.01,39.92,17.2
815600,5347.38,-249.09,-245.26,41.58,40.35,6.87,32.92,3.53,33.45,17.16
815700,5348.21,-247.43,-245.51,41.36,40.57,6.91,32.53,3.14,37.8,17.75
815800,5360.28,-246.93,-245.76,41.42,40.69,6.53,32.43,3.05,45.48,17.24
815900,5349.04,-247.72,-245.6,41.3,40.49,6.59,32.36,2.97,32.98,17.43
816000,5354.87,-245.89,-245.47,41.26,40.37,7.04,32.37,2.99,38.03,18.14
816100,5354.45,-245.43,-245.43,41.68,40.53,6.89,32.5,3.11,41.97,18.26
816200,5353.62,-249.38,-244.93,41.64,40.69,6.79,32.63,3.24,41.51,16.96
816300,5356.53,-247.84,-245.93,41.16,40.35,7.16,32.37,2.98,43.09,17.63
816400,5355.7,-248.59,-245.26,41.42,40.37,6.96,32.46,3.07,42.39,17.67
816500,5353.62,-245.76,-245.43,41.34,40.51,6.91,32.4,3.01,36.4,17.91
816600,5353.2,-246.93,-245.55,41.24,40.43,6.89,32.34,2.95,37.41,17.47
816700,5369.01,-248.01,-246.18,41.32,40.49,6.91,32.56,3.17,38.76,17.08
816800,5345.71,-247.8,-245.72,41.44,40.47,6.83,32.32,2.93,43.32,17.12
816900,5354.87,-247.34,-245.35,41.48,40.47,6.65,32.66,3.27,36.98,16.53
817000,5354.87,-246.47,-245.26,41.52,40.59,6.83,32.51,3.13,41.47,16.92
817100,5357.78,-248.34,-245.39,41.3,40.39,6.89,32.68,3.29,39.11,17.35
817200,5364.85,-248.34,-245.72,41.46,40.39,7.02,32.39,3.01,39.38,17.71
817300,5357.78,-247.84,-246.01,41.42,40.39,6.81,32.62,3.23,39.92,17.43
817400,5353.62,-246.34,-245.72,41.4,40.55,6.77,32.37,2.98,35.16,16.92
817500,5349.87,-246.43,-245.43,41.46,40.55,6.79,32.88,3.49,35.94,17.63
817600,5344.47,-246.51,-245.51,41.54,40.71,7,32.37,2.98,35.35,17.75
817700,5358.61,-247.34,-245.1,41.18,40.47,6.75,32.55,3.16,34.31,17.47
817800,5358.2,-248.3,-245.18,41.64,40.63,6.85,32.39,3.01,36.25,17.31
817900,5353.2,-247.47,-245.35,41.4,40.59,6.67,32.68,3.3,34.27,17.35
818000,5349.04,-246.8,-245.89,41.54,40.79,6.87,32.17,2.78,35.35,16.88
818100,5362.36,-248.63,-245.35,41.44,40.57,6.98,32.7,3.32,36.13,17.2
818200,5371.92,-249.26,-245.55,41.46,40.49,6.53,32.49,3.11,37.06,17.39
818300,5349.04,-245.43,-245.3,41.3,40.41,6.65,32.51,3.12,38.69,17.12
818400,5355.7,-248.88,-245.89,41.62,40.71,6.89,32.35,2.97,39.85,17
818500,5346.55,-246.97,-245.68,40.72,40.55,6.95,32.56,3.17,41.93,17.31
818600,5348.21,-247.97,-245.6,41.4,40.37,6.61,32.43,3.04,34.31,17
818700,5348.63,-244.68,-244.89,41.2,40.27,6.71,32.69,3.3,40.85,17.24
818800,5347.79,-247.38,-244.89,41.36,40.47,6.93,32.24,2.86,42.9,18.06
818900,5352.79,-248.26,-245.51,41.38,40.73,7.02,32.6,3.22,43.47,17.2
819000,5352.37,-248.01,-245.22,41.28,40.33,6.73,32.31,2.93,45.55,17
819100,5352.79,-247.84,-245.3,41.24,40.43,6.81,32.69,3.3,41.31,17.24
819200,5352.79,-247.72,-246.01,41.5,40.39,7.08,32.19,2.8,42.63,17.04
819300,5353.2,-248.09,-245.39,41.64,40.57,7.2,32.44,3.05,42.24,18.89
819400,5357.36,-246.47,-245.14,41.62,40.69,6.91,32.27,2.88,39.92,16.96
819500,5353.62,-248.38,-245.89,41.52,40.33,7.02,32.82,3.43,46.25,17.04
819600,5349.04,-247.43,-245.1,41.4,40.41,6.93,32.27,2.88,46.86,17.16
819700,5357.78,-247.92,-244.93,41.44,40.45,6.89,32.46,3.07,45.63,17.35
