timestamp_ms,rtd_top,rtd_middle,rtd_bottom,bottle_pressure,tank_pressure,o2_pressure,rocket_weight,rocket_weight_tare,vent_temp,n2o_temp
180700,5252.94,-241.73,-238.15,43.79,0.12,7.26,30.4,1.02,38.14,38.84
180800,5252.11,-241.1,-238.65,43.53,0,7.3,29.57,0.19,37.25,39.03
180900,5250.44,-240.98,-238.65,43.59,-0.1,7.22,29.82,0.43,44.21,38.72
181000,5256.68,-242.14,-238.65,43.79,-0.04,7.18,28.89,-0.49,37.52,39.38
181100,5253.35,-241.27,-238.36,43.49,0.12,7.18,29.12,-0.27,39.96,38.57
181200,5249.61,-241.27,-238.27,43.79,0.12,7.4,29.01,-0.38,43.2,39.27
181300,5248.36,-240.98,-238.69,43.43,0.02,7.28,30.42,1.04,42.59,38.61
181400,5253.35,-241.85,-238.44,43.53,0.22,7.42,28.97,-0.41,46.28,39.19
181500,5258.76,-240.69,-238.15,43.81,0.36,7.4,29.29,-0.1,34.46,38.38
181600,5247.53,-241.44,-238.4,43.37,0.16,7.36,29.13,-0.26,49.32,38.92
181700,5249.61,-240.85,-238.61,43.73,0.1,7.26,29.59,0.21,27.06,39.27
181800,5250.44,-240.65,-238.77,43.55,0.04,7.12,29.53,0.14,37.83,39.11
181900,5247.53,-240.19,-239.02,43.53,-0.04,7.12,29.39,0,35.35,38.38
182000,5247.95,-240.73,-238.48,43.59,0.12,7.36,29.61,0.22,42.63,37.95
182100,5252.94,-240.27,-239.11,43.45,0.2,7.1,29.37,-0.01,39.42,38.65
182200,5256.68,-241.02,-238.48,43.81,0.1,7.36,29.72,0.34,33.64,38.45
182300,5248.78,-241.39,-237.9,43.43,0.02,7.22,29.36,-0.03,42.43,39.19
182400,5249.19,-239.98,-238.98,43.33,-0.02,7.08,29.76,0.38,43.51,39.11
182500,5256.27,-241.14,-238.44,43.29,0.02,7.24,29.2,-0.18,35.35,38.53
182600,5254.6,-240.56,-238.69,43.67,0.2,7.26,29.14,-0.24,36.75,39.3
182700,5256.27,-241.64,-238.03,43.37,0.06,7.18,29.61,0.22,36.67,38.34
182800,5251.69,-241.44,-238.23,43.49,0.18,7.26,29.35,-0.03,35.82,39.15
182900,5249.61,-240.94,-238.73,43.63,0.26,7.1,29.45,0.06,36.05,38.69
183000,5254.19,-241.06,-238.9,43.43,-0.02,7.26,29.46,0.07,43.71,39.58
183100,5257.51,-241.35,-238.77,43.63,0.14,7.14,29.55,0.16,33.22,38.76
183200,5255.02,-241.1,-238.69,43.75,-0.06,7.28,29.45,0.06,31.04,38.72
183300,5247.53,-241.48,-238.23,43.59,-0.1,7.58,29.39,0,40.58,39.03
183400,5250.44,-241.44,-238.57,43.51,-0.06,7.46,29.01,-0.38,40.19,39.38
183500,5253.35,-241.52,-238.69,43.79,0.18,7.08,29.61,0.22,34.46,38.72
183600,5251.27,-240.19,-238.48,43.31,-0.26,7.54,28.91,-0.47,39.19,39.07
183700,5254.19,-241.35,-238.36,43.61,0.28,7.94,29.34,-0.05,38.76,39.03
183800,5250.03,-240.77,-238.57,43.51,-0.02,7.44,29.25,-0.14,44.55,39
183900,5247.53,-241.64,-238.23,43.69,0.02,7.38,29.09,-0.3,41.35,38.96
184000,5261.26,-242.31,-239.4,43.59,-0.18,7.26,29.12,-0.27,35.7,39.38
184100,5257.51,-241.48,-238.61,43.49,0,7.68,28.91,-0.47,33.37,38.96
184200,5250.86,-242.39,-238.82,43.49,0.1,7.3,29,-0.39,37.33,39.11
184300,5256.68,-241.23,-239.23,43.73,-0.1,7.3,29.26,-0.12,42.7,38.92
184400,5251.27,-240.6,-238.94,43.63,0.1,7.42,28.85,-0.54,30.92,38.76
184500,5251.27,-241.27,-238.19,43.49,-0.14,7.26,29.01,-0.38,40.35,39.03
184600,5248.36,-241.6,-238.36,43.57,0.24,7.28,29.37,-0.01,36.13,39.27
184700,5258.35,-241.64,-238.94,43.53,-0.06,7.42,29.09,-0.3,40.66,39.34
184800,5250.86,-242.27,-238.77,43.73,0.18,7.22,29.28,-0.1,34.15,38.22
184900,5255.85,-242.02,-238.57,43.33,0.24,7.26,28.92,-0.47,31.86,39.38
185000,5252.52,-241.27,-238.65,43.49,0.26,7.62,29.35,-0.03,40.89,39.46
185100,5248.36,-240.98,-238.32,43.53,0,7.3,29.52,0.13,41.7,38.84
185200,5252.52,-241.73,-239.02,43.37,-0.06,7.24,29.05,-0.34,32.17,38.41
185300,5252.11,-240.35,-238.57,43.59,0.1,7.32,29.41,0.02,35.24,38.53
185400,5257.1,-241.14,-238.82,43.67,-0.04,7.5,29.41,0.03,38.03,38.92
185500,5248.78,-241.56,-238.61,43.71,-0.04,7.28,29.98,0.59,36.05,38.76
185600,5254.19,-241.19,-238.65,43.49,-0.02,7.12,29.09,-0.3,36.17,38.84
185700,5251.69,-239.86,-238.32,43.65,0.06,7.36,29.2,-0.18,35.86,38.41
185800,5252.94,-241.64,-238.11,43.59,0.02,6.91,29.5,0.11,34.97,39.07
185900,5255.85,-241.27,-239.07,43.63,0.02,7.48,29.7,0.32,42.28,38.49
186000,5250.86,-242.52,-238.98,43.73,0,7.3,29.11,-0.28,36.63,39.38
186100,5246.28,-241.14,-238.07,43.43,-0.02,7.12,29.84,0.46,41.16,38.96
186200,5255.02,-240.9,-238.57,43.55,0.14,7.16,29.26,-0.12,43.9,38.61
186300,5260.01,-240.11,-238.07,43.49,0.14,7.32,28.95,-0.44,56.71,38.76
186400,5255.85,-241.1,-238.44,43.85,-0.22,7.34,28.89,-0.5,41.39,38.92
186500,5247.95,-241.64,-238.69,43.61,0.1,6.87,30.2,0.81,38.14,38.88
186600,5255.85,-242.56,-238.82,43.53,0.22,7.34,29.12,-0.27,35.78,38.72
186700,5257.93,-240.27,-238.73,43.87,-0.08,7.28,29.8,0.41,34.89,38.76
186800,5256.27,-240.52,-238.86,43.67,0.16,7.12,29.52,0.13,40.39,39.11
186900,5255.02,-240.69,-238.15,43.59,-0.06,7.2,29.2,-0.18,40.19,38.61
187000,5249.19,-241.6,-237.94,43.61,0.04,7.02,28.89,-0.49,37.06,38.57
187100,5253.35,-241.19,-238.61,43.73,-0.24,7.32,30.26,0.87,37.99,37.95
187200,5257.1,-242.06,-238.73,43.57,-0.04,7.36,29.79,0.4,45.36,38.88
187300,5247.95,-241.89,-238.19,43.73,-0.1,7.34,28.96,-0.43,38.84,38.76
187400,5249.61,-241.69,-238.11,43.41,0.08,7.08,29.54,0.15,30.06,38.72
187500,5255.85,-242.14,-238.73,43.47,-0.06,7.18,29.51,0.13,32.17,38.8
187600,5262.51,-239.36,-238.52,43.63,0.08,7.24,29.76,0.38,34.58,38.88
187700,5256.27,-240.9,-238.32,43.47,0.06,6.91,29.15,-0.24,31.74,39
187800,5254.19,-240.85,-238.48,43.11,0.1,7.14,29.79,0.4,40.93,38.14
187900,5250.03,-241.89,-238.03,43.49,-0.08,7.3,29.34,-0.05,40.77,38.49
188000,5254.19,-241.19,-239.23,43.45,0.22,7.52,29.98,0.59,39.54,39.07
188100,5246.7,-241.73,-238.15,43.73,-0.08,7.32,29.25,-0.14,39.27,38.45
188200,5255.02,-242.23,-238.44,43.59,0.14,7,29.87,0.48,36.01,39
188300,5251.69,-240.15,-238.19,43.41,0.18,7.24,29.48,0.09,43.4,39.07
188400,5256.27,-240.19,-238.44,43.51,-0.06,7.28,29.65,0.26,29.63,38.76
188500,5245.45,-241.6,-238.57,43.89,0.06,7.46,29.41,0.03,44.28,39
188600,5263.75,-240.65,-238.32,43.43,0.22,7.08,29.81,0.42,30.38,39.03
188700,5252.94,-241.94,-238.32,43.65,-0.02,7.4,29.47,0.08,34.89,38.61
188800,5249.19,-240.94,-238.4,43.73,0.08,7.22,29.97,0.59,39.77,39.61
188900,5261.26,-242.06,-238.19,43.49,-0.08,7.4,29.55,0.17,37.87,38.65
189000,5255.43,-243.31,-238.32,43.63,-0.08,7.4,29.92,0.53,39.15,39.07
189100,5254.19,-242.81,-238.15,43.51,0.12,7.86,29.8,0.42,36.52,38.96
189200,5251.69,-239.86,-238.69,43.37,0.16,7.24,29.6,0.21,37.29,38.65
189300,5247.95,-239.69,-238.86,43.47,0,7.16,29.45,0.06,41.47,38.69
189400,5255.43,-239.15,-238.65,43.65,0.24,7.14,29.63,0.24,34.42,39.03
189500,5254.19,-243.22,-237.94,43.49,-0.08,7.34,29.45,0.06,37.87,39.46
189600,5253.35,-240.69,-238.86,43.61,-0.12,7.26,29.77,0.38,36.94,38.88
189700,5257.1,-242.39,-238.57,43.65,-0.14,7.54,29.35,-0.04,36.59,38.61
189800,5255.43,-240.27,-238.4,43.53,0.18,7.28,29.68,0.3,41.2,39.46
189900,5259.18,-241.89,-238.15,43.05,0.12,7.18,29.24,-0.14,38.26,39.15
190000,5253.77,-241.52,-238.82,43.57,0.02,7.14,29.88,0.5,45.55,39.11
190100,5248.78,-238.9,-238.52,43.51,0.24,7.06,29.53,0.14,24.35,38.69
190200,5245.03,-239.52,-239.15,43.73,-0.04,7.26,29.64,0.25,37.83,38.72
190300,5245.87,-240.65,-238.52,43.33,-0.2,7.1,29.39,0,37.25,39.3
190400,5257.1,-242.6,-238.48,43.59,0.16,7.76,29.88,0.5,48.05,38.84
190500,5250.86,-240.85,-238.52,43.63,-0.08,7.08,29.3,-0.09,38.26,38.72
190600,5247.95,-239.65,-238.69,43.57,0.04,6.96,29.26,-0.13,36.83,39.23
190700,5253.35,-241.81,-239.23,43.71,0.04,7.38,29.23,-0.16,34.81,39.15
190800,5262.09,-242.77,-238.07,43.63,-0.04,7.42,29.53,0.15,39.23,39.38
190900,5245.45,-238.11,-238.94,43.71,0.3,7.2,29.15,-0.24,34.23,38.96
191000,5250.03,-239.44,-239.19,43.47,0.14,7.36,29.54,0.15,39.96,38.8
191100,5251.69,-241.52,-239.07,43.89,-0.04,7.04,29.66,0.27,46.63,39.19
191200,5252.52,-240.73,-238.69,43.51,0.12,7.2,29.54,0.15,33.76,39.19
191300,5265.42,-241.6,-238.98,43.93,-0.14,7.36,29.17,-0.22,37.8,38.84
191400,5253.35,-239.65,-238.61,43.69,0.18,6.96,29.19,-0.2,40.62,39.27
191500,5257.93,-242.35,-239.02,43.87,-0.32,7.4,29.19,-0.2,35.51,38.3
191600,5252.94,-242.31,-238.07,43.65,0,7.14,29.26,-0.13,40.58,39
191700,5245.03,-239.27,-238.77,43.51,0.14,7,29.2,-0.19,33.84,39.92
191800,5261.68,-241.85,-238.36,43.67,0.28,7.44,29.08,-0.3,40.5,38.53
191900,5261.26,-239.73,-238.61,43.63,-0.02,7.08,29.47,0.09,39.27,39.42
192000,5266.25,-241.27,-239.31,43.59,-0.5,7.16,29.02,-0.37,37.72,38.76
192100,5253.77,-240.9,-238.32,43.47,0.72,7.46,29.44,0.05,36.32,39.03
192200,5255.85,-241.19,-238.57,43.19,0.32,7.04,29.19,-0.2,33.99,39.23
192300,5253.77,-241.1,-238.73,43.29,0.06,7.4,29.28,-0.11,41.82,39.23
192400,5251.69,-240.48,-238.57,43.47,0,7.28,29.34,-0.05,44.9,38.96
192500,5270,-241.89,-239.15,43.85,-0.06,7.14,29.12,-0.27,41.28,39.27
192600,5253.35,-242.02,-238.07,43.53,0.16,7.58,28.99,-0.4,32.56,40
192700,5248.78,-240.77,-238.73,43.41,0.06,7.24,29.53,0.14,40.16,39
192800,5270,-240.98,-238.73,43.47,0.04,7.18,29.08,-0.3,40.77,38.57
192900,5262.92,-240.52,-238.65,43.53,0.14,6.89,29.43,0.04,45.4,39.03
193000,5255.85,-242.77,-238.57,43.63,0.2,7.04,29.06,-0.32,32.05,38.65
193100,5253.35,-243.06,-238.36,43.33,0.06,7.28,29.64,0.26,35.7,38.76
193200,5251.27,-240.9,-238.52,43.39,0.16,7.3,29.28,-0.11,34.38,38.88
193300,5249.19,-242.18,-238.32,43.51,0.06,7.28,29.74,0.36,46.59,39.03
193400,5257.1,-239.56,-238.27,43.61,0.18,7.72,28.97,-0.41,35.59,38.84
193500,5257.93,-242.06,-238.86,43.57,0.02,6.87,29.57,0.18,36.36,38.57
193600,5255.02,-240.19,-238.4,43.47,-0.02,7.4,29.22,-0.16,41.55,39.23
193700,5256.68,-240.52,-238.77,43.59,-0.06,6.59,29.11,-0.28,42.47,39.27
193800,5267.5,-239.69,-238.94,43.57,-0.08,7.06,29.24,-0.14,38.22,39.46
193900,5256.27,-242.89,-238.9,43.75,0.08,7.48,29.63,0.24,42.63,39.03
194000,5256.68,-240.02,-238.52,43.55,0.28,7.42,29.06,-0.33,34.77,38.61
194100,5261.68,-241.06,-239.19,43.63,-0.1,7.3,29.22,-0.17,34.62,39.38
194200,5254.19,-239.4,-239.19,43.49,-0.12,7.04,29.09,-0.3,37.64,38.65
194300,5251.69,-242.1,-238.65,43.59,0.06,7.34,29.7,0.31,42.51,39.11
194400,5269.58,-242.06,-239.11,43.75,0.24,7.38,29.63,0.24,38.18,39.19
194500,5251.69,-242.35,-238.9,43.73,0,7.38,29.41,0.03,49.01,39.23
194600,5247.95,-240.98,-238.52,43.51,-0.02,6.93,29.53,0.14,43.32,39.03
194700,5265.84,-241.64,-238.9,43.35,0.14,7.42,29.45,0.07,45.01,39.03
194800,5261.68,-242.06,-239.73,43.69,0.3,7.36,29.43,0.05,38.61,39
194900,5258.35,-242.39,-238.9,43.45,-0.12,7.52,29.77,0.38,37.02,39.07
195000,5255.02,-242.97,-238.57,43.61,0.14,7.42,29.93,0.54,41.08,39.5
195100,5247.95,-238.98,-238.77,43.39,0.06,7.18,29.51,0.13,41.62,38.76
195200,5265.84,-241.39,-239.69,43.75,0.06,7.52,29.76,0.38,40.77,39.54
195300,5262.92,-241.52,-238.9,43.33,-0.06,7.3,29.36,-0.03,36.17,38.72
195400,5257.51,-243.72,-238.69,43.53,0.34,7.6,29.64,0.25,36.13,39.27
195500,5255.85,-242.93,-238.61,43.41,-0.08,7.36,29.95,0.56,43.24,38.84
195600,5264.17,-242.06,-238.94,43.55,0.32,7.38,29.77,0.38,39.38,38.96
195700,5255.85,-241.89,-238.61,43.73,-0.2,7.36,29.84,0.45,37.37,38.65
195800,5259.18,-242.06,-238.61,43.47,0.08,7.7,30.05,0.66,37.45,40.08
195900,5262.92,-241.39,-239.02,43.45,-0.08,7.14,29.84,0.45,42.24,38.49
196000,5256.68,-241.48,-239.15,43.77,0.16,7.24,29.64,0.26,44.63,39.27
196100,5256.27,-240.65,-238.98,43.59,0.08,7.12,29.7,0.32,40.04,38.8
196200,5263.75,-243.97,-237.94,43.55,0,7.34,29.95,0.56,47.51,38.92
196300,5254.19,-241.94,-238.73,43.57,-0.08,7.46,29.57,0.19,50.78,39.07
196400,5254.19,-242.97,-239.02,43.77,-0.16,7.5,29.7,0.31,34.85,38.84
196500,5265,-243.35,-239.19,43.55,0.1,7.5,29.84,0.45,41.16,39.19
196600,5254.6,-240.65,-238.86,43.41,0.06,7.22,29.22,-0.17,38.3,38.57
196700,5256.68,-242.56,-238.77,43.53,0.28,7.28,29.78,0.39,51.92,39
196800,5255.02,-240.4,-239.15,43.61,-0.12,7.36,29.66,0.28,44.13,38.88
196900,5270,-243.6,-238.77,43.35,-0.08,7.58,29.69,0.3,37.29,39.65
197000,5269.16,-240.85,-239.56,43.31,-0.04,7.42,29.68,0.3,35.04,39.34
197100,5260.43,-242.97,-238.61,43.63,0.08,7.26,29.67,0.28,41.28,38.88
197200,5248.36,-240.4,-238.82,43.61,-0.12,7.22,29.74,0.35,49.89,38.57
197300,5259.18,-242.23,-238.61,43.41,-0.06,7.16,29.63,0.24,44.9,39.58
197400,5261.26,-242.43,-238.32,43.59,0.22,7.3,29.33,-0.06,47.9,38.72
197500,5277.9,-242.31,-238.57,43.51,-0.04,7.4,29.73,0.34,40,38.76
197600,5259.18,-243.56,-238.4,43.63,0.2,7.3,29.72,0.33,41.35,39.11
197700,5260.84,-241.77,-239.19,43.29,0.06,7.46,29.81,0.42,42.78,38.92
197800,5265,-242.52,-238.94,43.55,-0.18,7.3,29.52,0.13,35.82,38.8
197900,5258.35,-240.77,-238.77,43.75,0.06,7.18,29.92,0.53,50.89,38.96
198000,5270,-241.14,-238.86,43.29,-0.24,7.68,29.45,0.06,35.63,39.3
198100,5258.35,-242.35,-239.02,43.53,-0.06,7.32,29.56,0.17,40.08,38.76
198200,5268.75,-242.68,-238.86,43.57,-0.08,7.38,29.25,-0.14,28.42,39.03
198300,5256.68,-240.81,-239.02,43.53,0.04,7.12,29.95,0.56,41.35,39.19
198400,5253.35,-242.31,-238.69,43.43,-0.16,7.14,29.68,0.3,31.31,39.11
198500,5255.43,-239.27,-238.98,43.75,0.12,6.77,29.59,0.21,47.28,38.72
198600,5257.1,-240.52,-239.15,43.51,-0.04,7.32,29.16,-0.22,42.05,38.84
198700,5262.51,-243.56,-239.23,43.61,-0.2,7.2,29.72,0.33,42.01,39.92
198800,5262.51,-240.98,-238.52,43.57,0.24,7.2,29.47,0.08,36.83,38.53
198900,5265.42,-243.14,-238.77,43.65,-0.1,7.22,29.49,0.11,43.01,39.34
199000,5249.61,-241.31,-239.77,43.49,0.12,7.42,29.15,-0.24,35.51,38.88
199100,5255.85,-240.65,-238.82,43.47,-0.02,7.46,29.61,0.22,41.39,38.65
199200,5253.77,-241.31,-238.9,43.45,0.16,7.3,29.04,-0.35,50.55,39.03
199300,5261.26,-242.18,-239.48,43.43,0.04,7.32,29.51,0.13,37.49,39.07
199400,5255.02,-240.23,-239.23,43.57,0.1,7.46,29.49,0.11,44.55,39.15
199500,5254.6,-240.73,-239.23,43.55,0.06,7.2,29.42,0.03,37.02,39.61
199600,5259.18,-242.56,-237.94,43.37,-0.24,7.18,29.34,-0.05,35.24,38.49
199700,5267.08,-241.85,-238.69,43.43,-0.04,6.83,29.6,0.21,41.43,39.34
199800,5255.43,-242.52,-239.19,43.53,-0.36,7.4,29.1,-0.28,33.22,39.15
199900,5253.77,-241.6,-239.11,43.69,0.08,7.22,29.49,0.11,35.82,38.88
200000,5260.43,-240.81,-238.86,43.55,-0.24,7.32,29.51,0.13,34.27,39.54
200100,5259.59,-241.85,-239.31,43.57,0.14,7.54,29.24,-0.15,41.89,38.92
200200,5265.42,-242.39,-238.77,43.67,-0.14,6.96,29.53,0.14,36.32,38.96
200300,5260.01,-240.31,-238.57,43.15,0.1,7.6,29.32,-0.07,34.97,39.23
200400,5260.43,-240.6,-238.61,43.67,-0.14,7.2,29.26,-0.12,40.73,39
200500,5254.6,-243.02,-238.94,43.41,0.1,7.36,29.26,-0.13,34.62,39.5
200600,5265.42,-242.73,-238.82,43.57,0.24,7.38,29.29,-0.1,37.64,39.23
200700,5262.92,-242.81,-238.61,43.49,0,7.18,29.22,-0.17,33.37,38.92
200800,5255.85,-240.35,-238.36,43.53,0.02,7.22,29.45,0.06,42.55,39.03
200900,5259.59,-242.6,-239.52,43.57,-0.04,7.34,29.35,-0.03,29.95,39.85
201000,5260.01,-241.64,-238.69,43.57,-0.12,7.32,29.26,-0.12,36.4,38.88
201100,5254.6,-242.56,-238.4,43.75,0.1,7.26,29.18,-0.21,37.64,39.65
201200,5257.93,-240.77,-239.77,43.63,-0.12,7.34,29.48,0.09,39.03,39.65
201300,5261.26,-241.94,-239.36,43.65,-0.02,7.5,29.21,-0.18,37.41,39.11
201400,5262.92,-242.02,-239.07,43.61,-0.06,7.08,29.43,0.04,33.68,38.88
201500,5257.93,-241.06,-238.27,43.47,0.16,7.3,29.28,-0.1,36.48,39.07
201600,5252.94,-239.73,-238.94,43.51,-0.1,7.2,29.57,0.19,35.66,39.15
201700,5260.01,-240.9,-238.82,43.59,-0.02,7.64,29.22,-0.16,42.05,39.34
201800,5261.26,-241.89,-238.94,43.31,0.06,7.16,29.68,0.29,38.11,39.58
201900,5256.68,-242.1,-238.65,43.61,0.02,7.32,29.18,-0.2,39.61,39.03
202000,5253.77,-242.18,-238.9,43.65,-0.14,7.72,29.55,0.16,32.91,39.3
202100,5256.27,-242.52,-239.48,43.51,-0.08,7.2,29.43,0.04,40.7,39.38
202200,5262.51,-239.81,-238.57,43.57,0,7.44,29.41,0.03,40.46,38.61
202300,5260.43,-241.6,-238.82,43.53,0.02,7.32,29.36,-0.03,43.17,40.23
202400,5254.19,-241.35,-238.44,43.57,0.08,7.26,29.25,-0.14,39.42,38.76
202500,5254.6,-243.18,-239.31,43.49,-0.14,7.18,29.24,-0.14,37.52,39.58
202600,5255.43,-241.64,-238.82,43.69,-0.16,7.42,29.26,-0.13,32.98,38.8
202700,5261.68,-241.52,-238.9,43.41,0.08,7.24,29.28,-0.11,42.05,38.72
202800,5260.01,-240.94,-238.48,43.71,0.18,7.34,29.34,-0.05,47.17,39.38
202900,5255.02,-242.39,-238.98,43.57,0,7.24,29.28,-0.11,37.52,39.27
203000,5256.27,-241.52,-238.48,43.65,-0.04,7.32,29.55,0.16,36.94,39.69
203100,5260.43,-240.4,-238.52,43.59,-0.1,7.22,29.09,-0.3,39.15,39
203200,5261.68,-240.35,-238.65,43.71,0.26,7.26,29.6,0.21,35.82,39.23
203300,5255.43,-241.56,-238.86,43.65,0.04,7.14,29.08,-0.3,41.12,39.11
203400,5255.43,-241.89,-238.82,43.53,0.06,7.28,29.53,0.15,43.71,39.88
203500,5267.5,-240.56,-239.02,43.55,0.18,7.26,29.2,-0.19,39.11,38.8
203600,5265,-241.31,-239.19,43.45,0.12,7.24,29.49,0.1,35.94,38.88
203700,5262.92,-241.23,-238.86,43.63,0.2,7.62,29.31,-0.08,37.22,39.85
203800,5272.91,-240.19,-238.98,43.47,-0.08,7.2,29.53,0.14,46.17,38.22
203900,5261.68,-241.44,-238.61,43.41,0.1,7.36,29.31,-0.08,36.63,39.23
204000,5264.17,-240.85,-238.73,43.55,-0.2,7.52,29.41,0.02,39.54,39.46
204100,5263.75,-241.89,-239.11,43.47,0.12,7.2,29.3,-0.09,43.17,39.11
204200,5265,-241.1,-238.32,43.61,-0.14,7.18,29.71,0.32,37.6,39.27
204300,5255.43,-241.6,-238.77,43.65,-0.1,7.44,29.15,-0.24,43.78,39.03
204400,5260.01,-241.1,-238.86,43.43,-0.2,7.34,29.51,0.12,46.05,39.5
204500,5263.34,-242.02,-238.94,43.61,0.22,7.34,29.35,-0.04,36.87,39.15
204600,5262.51,-241.64,-238.77,43.57,-0.02,7.38,29.5,0.11,43.01,40.12
204700,5258.76,-241.94,-238.52,43.75,0.22,7.24,29.29,-0.1,40.97,38.76
204800,5252.94,-242.27,-238.77,43.49,-0.06,7.36,29.36,-0.03,34.23,39.07
204900,5263.34,-241.64,-238.77,43.55,0.22,7.3,29.4,0.01,43.13,39.5
205000,5262.92,-241.44,-238.86,43.59,0,7.34,29.43,0.05,29.4,39.42
205100,5260.43,-241.35,-239.02,43.87,0.18,7.26,29.25,-0.14,25.29,39.58
205200,5255.85,-241.19,-238.32,43.79,0.02,7.22,29.4,0.01,33.84,38.92
205300,5255.43,-240.81,-238.82,43.63,0.02,7.44,29.28,-0.11,38.96,39.34
205400,5265.84,-241.1,-239.07,43.49,0.04,7.4,29.43,0.05,35.55,39.58
205500,5255.43,-242.23,-238.73,43.57,-0.12,6.96,29.11,-0.28,41.97,39.19
205600,5261.68,-241.73,-238.9,43.71,-0.06,7.26,29.47,0.08,43.82,39.73
205700,5267.08,-241.44,-238.61,43.55,0.08,7.36,29.24,-0.14,44.24,39.27
205800,5265.84,-241.52,-238.69,43.61,0.18,7.1,29.35,-0.03,37.18,38.84
205900,5255.43,-241.73,-238.48,43.45,-0.14,7.32,29.3,-0.09,44.28,39.73
206000,5258.35,-241.81,-238.69,43.57,0.14,7.24,29.3,-0.09,37.41,39.19
206100,5261.26,-241.48,-238.73,43.27,-0.2,7.44,29.27,-0.12,37.83,39.07
206200,5262.92,-241.77,-238.69,43.49,0.26,7.16,29.35,-0.03,35.97,38.92
206300,5258.76,-240.9,-238.65,43.65,0.02,7.4,29.25,-0.14,37.06,38.38
206400,5257.51,-241.44,-238.77,43.65,0.06,7.18,29.32,-0.07,41.85,39.85
206500,5265.42,-242.06,-238.82,43.63,0.02,7.36,29.1,-0.28,36.83,39.58
206600,5264.17,-242.81,-238.65,43.61,0.08,7.38,29.29,-0.1,37.33,39.23
206700,5263.75,-241.98,-238.82,43.65,0.14,7.22,29.12,-0.27,36.28,39.03
206800,5263.75,-242.1,-238.32,43.49,0.02,7.38,29.35,-0.04,40.97,38.11
206900,5260.84,-241.64,-238.86,43.55,-0.08,7.26,29.32,-0.07,39.27,39.5
207000,5259.18,-241.94,-238.82,43.69,0.06,7.24,29.3,-0.09,34.85,39
207100,5265,-241.06,-238.23,43.61,0.22,7.16,29.01,-0.38,37.99,39.38
207200,5259.18,-240.15,-238.4,43.59,0.06,7.34,29.5,0.11,37.41,38.84
207300,5262.51,-241.85,-238.94,43.53,0,7.12,29.15,-0.24,39.61,39.42
207400,5260.01,-242.81,-238.77,43.49,-0.02,7.38,29.55,0.17,37.18,38.65
207500,5263.34,-241.64,-238.57,43.73,0.24,7.12,28.88,-0.51,36.32,39
207600,5262.09,-242.02,-238.27,43.49,0.12,7.28,29.45,0.06,43.67,39.19
207700,5259.18,-240.77,-238.52,43.51,-0.06,7.34,29.22,-0.16,39.46,39.58
207800,5259.59,-241.31,-239.11,43.53,0.18,7.4,29.41,0.03,31.58,38.96
207900,5262.09,-241.89,-238.44,43.51,-0.1,7.34,29.24,-0.14,40.27,39.77
208000,5260.43,-241.48,-238.4,43.59,-0.04,7.28,29.45,0.07,38.61,40.04
208100,5257.93,-240.56,-238.44,43.61,0.02,7.38,29.2,-0.18,34.34,39.69
208200,5264.17,-241.85,-238.69,43.43,0,7.42,29.47,0.09,43.51,39.23
208300,5254.19,-241.19,-238.44,43.85,0.28,7.22,29.18,-0.21,34.97,39.38
208400,5258.76,-242.43,-239.07,43.31,0,7.36,29.51,0.13,39.58,38.88
208500,5257.51,-241.81,-238.69,43.39,0.06,7.48,29.46,0.07,31.66,39.73
208600,5262.09,-241.85,-239.02,43.53,-0.02,7.32,29.43,0.04,43.44,39.3
208700,5265.42,-241.56,-238.82,43.53,0.22,7.24,29.39,0.01,40.85,38.92
208800,5266.67,-241.52,-238.94,43.67,0.06,7.38,29.29,-0.1,46.4,39.46
208900,5262.09,-241.77,-238.86,43.69,0.16,7.3,29.28,-0.1,38.14,39.46
209000,5256.27,-240.94,-239.07,43.55,-0.02,7.38,29.4,0.01,48.82,39.3
209100,5267.08,-241.02,-238.82,43.49,-0.12,7.24,29.22,-0.16,49.97,39.3
209200,5270.83,-242.64,-238.65,43.65,0,7.54,29.34,-0.05,39.11,38.3
209300,5274.16,-241.89,-238.94,43.75,0.2,7.36,29.38,-0.01,39.07,39.11
209400,5268.33,-241.64,-238.98,43.41,-0.02,7.5,29.26,-0.13,36.32,39.3
209500,5261.26,-242.18,-238.9,43.55,0.2,7.22,29.55,0.17,40.19,39.58
209600,5261.68,-242.02,-238.9,43.39,0,7.4,29.43,0.04,36.28,39.46
209700,5256.27,-242.81,-238.36,43.59,0.08,7.54,29.48,0.09,38.57,39.19
209800,5258.35,-241.52,-238.94,43.69,0.32,7.12,29.41,0.02,49.51,39.3
209900,5256.68,-241.77,-239.15,43.55,0.24,7.06,29.43,0.05,50.24,39.42
210000,5259.18,-241.19,-238.86,43.55,0,7.38,29.39,0.01,32.32,38.96
210100,5265,-241.6,-239.07,43.59,0,7.16,29.37,-0.02,41.74,38.49
210200,5267.92,-241.6,-239.23,43.37,0.04,7.12,29.41,0.03,35.43,38.92
210300,5271.66,-242.48,-239.07,43.59,0.04,7.22,29.59,0.21,35.59,39.34
210400,5267.5,-240.77,-239.27,43.71,0,7.28,29.35,-0.03,57.97,39.15
210500,5264.17,-241.77,-238.94,43.81,0.1,7.42,29.88,0.49,32.48,39.23
